,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|Ps-Luc|455|1,1,εἶτα,εἶτα,d--------,ADV
1,Leuven|Ps-Luc|455|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|Ps-Luc|455|3,3,τοὺς,ὁ,l-p---ma-,ATR
3,Leuven|Ps-Luc|455|4,4,ὁμοδούλους,ὁμόδουλος,n-p---ma-,OBJ
4,Leuven|Ps-Luc|455|5,5,ἐκάλουν,καλέω,v3piia---,PRED_CO
5,Leuven|Ps-Luc|455|6,6,ἐπὶ,ἐπί,r--------,AuxP
6,Leuven|Ps-Luc|455|7,7,τὴν,ὁ,l-s---fa-,ATR
7,Leuven|Ps-Luc|455|8,8,ἐμὴν,ἐμός,a-s---fa-,ATR
8,Leuven|Ps-Luc|455|9,9,θέαν,θέα,n-s---fa-,ADV
10,Leuven|Ps-Luc|455|11,11,καὶ,καί,c--------,AuxY
11,Leuven|Ps-Luc|455|12,12,γέλως,γέλως,n-s---mn-,SBJ
12,Leuven|Ps-Luc|455|13,13,πολὺς,πολύς,a-s---mn-,ATR
13,Leuven|Ps-Luc|455|14,14,ἦν,εἰμί,v3siia---,PRED_CO
15,Leuven|Ps-Luc|455|16,16,ὥστε,ὥστε,c--------,AuxC
16,Leuven|Ps-Luc|455|17,17,καὶ,καί,d--------,AuxZ
17,Leuven|Ps-Luc|455|18,18,ὁ,ὁ,l-s---mn-,ATR
18,Leuven|Ps-Luc|455|19,19,δεσπότης,δεσπότης,n-s---mn-,SBJ
19,Leuven|Ps-Luc|455|20,20,αὐτῶν,αὐτός,p-p---mg-,ATR
20,Leuven|Ps-Luc|455|21,21,ἤκουσεν,ἀκούω,v3saia---,ADV
21,Leuven|Ps-Luc|455|22,22,τοῦ,ὁ,l-s---mg-,ATR
22,Leuven|Ps-Luc|455|23,23,γέλωτος,γέλως,n-s---mg-,OBJ
24,Leuven|Ps-Luc|455|25,25,θορύβου,θόρυβος,n-s---mg-,SBJ
25,Leuven|Ps-Luc|455|26,26,ὄντος,εἰμί,v-sppamg-,ADV
26,Leuven|Ps-Luc|455|27,27,ἔξωθεν,ἔξωθεν,d--------,ADV
28,Leuven|Ps-Luc|455|29,29,καὶ,καί,c--------,COORD
29,Leuven|Ps-Luc|455|30,30,ἤρετο,ἔρομαι,v3saim---,PRED_CO
30,Leuven|Ps-Luc|455|31,31,τινα,τις,p-s---ca-,OBJ
31,Leuven|Ps-Luc|455|32,32,ἐφ’,ἐπί,r--------,AuxP
32,Leuven|Ps-Luc|455|33,33,ὧι,ὅς,p-s---nd-,ADV
33,Leuven|Ps-Luc|455|34,34,τοσοῦτον,τοσοῦτος,p-s---na-,ADV
34,Leuven|Ps-Luc|455|35,35,οἱ,ὁ,l-p---mn-,SBJ
35,Leuven|Ps-Luc|455|36,36,ἔξω,ἔξω,d--------,ATR
36,Leuven|Ps-Luc|455|37,37,γελῶσιν,γελάω,v3ppia---,OBJ
