,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0557-001|256|1,1,οἱ,ὁ,l-p---mn-,ATR
1,Leuven|0557-001|256|2,2,δέ,δέ,d--------,AuxY
2,Leuven|0557-001|256|3,3,πολλοί,πολύς,a-p---mn-,SBJ
3,Leuven|0557-001|256|4,4,τήν,ὁ,l-s---fa-,ATR
4,Leuven|0557-001|256|5,5,μέν,μέν,d--------,AuxY
5,Leuven|0557-001|256|6,6,σωματικήν,σωματικός,a-s---fa-,ATR
6,Leuven|0557-001|256|7,7,ἀπονέκρωσιν,ἀπονέκρωσις,n-s---fa-,OBJ
7,Leuven|0557-001|256|8,8,φοβούμεθα,φοβέω,v1ppie---,PRED_CO
8,Leuven|0557-001|256|9,9,καί,καί,c--------,COORD
9,Leuven|0557-001|256|10,10,πάντʼ,πᾶς,a-p---na-,OBJ
10,Leuven|0557-001|256|11,11,ἄν,ἄν,d--------,AuxY
11,Leuven|0557-001|256|12,12,μηχανησαίμεθα,μηχανάομαι,v1paom---,PRED_CO
12,Leuven|0557-001|256|13,13,ὑπέρ,ὑπέρ,r--------,AuxP
13,Leuven|0557-001|256|14,14,τοῦ,ὁ,l-s---ng-,ATR
14,Leuven|0557-001|256|15,15,μή,μή,d--------,AuxZ
15,Leuven|0557-001|256|16,16,περιπεσεῖν,περιπίπτω,v--ana---,ADV
16,Leuven|0557-001|256|17,17,τοιούτῳ,τοιοῦτος,p-s---md-,ATR
17,Leuven|0557-001|256|18,18,τινί,τις,p-s---cd-,OBJ
19,Leuven|0557-001|256|20,20,τῆς,ὁ,l-s---fg-,ATR
20,Leuven|0557-001|256|21,21,ψυχῆς,ψυχή,n-s---fg-,SBJ
21,Leuven|0557-001|256|22,22,δʼ,δέ,d--------,COORD
22,Leuven|0557-001|256|23,23,ἀπονεκρουμένης,ἀπονεκρόω,v-sppefg-,ADV
23,Leuven|0557-001|256|24,24,οὐδέν,οὐδείς,p-s---na-,ADV
24,Leuven|0557-001|256|25,25,ἡμῖν,ἐγώ,p1p---cd-,OBJ
25,Leuven|0557-001|256|26,26,μέλει,μέλω,v3spia---,PRED_CO
