@id,@form,@lemma,@postag
1,ἐν,ἐν,r--------
2,Μαλλοῖς,Μαλλός,n-p---md-
3,τοξεύματι,τόξευμα,n-s---nd-
4,διπήχει,δίπηχυς,a-s---nd-
5,διὰ,διά,r--------
6,τοῦ,ὁ,l-s---mg-
7,θώρακος,θώραξ,n-s---mg-
8,εἰς,εἰς,r--------
9,τὸ,ὁ,l-s---na-
10,στῆθος,στῆθος,n-s---na-
11,ὑπελάσας,ὑφαιρέω,v-papafa-
12,δέ,δέ,c--------
13,τις,τις,p-s---mn-
14,ἔβαλε,βάλλω,v3saia---
15,κατὰ,κατά,r--------
16,τοῦ,ὁ,l-s---mg-
17,αὐχένος,αὐχήν,n-s---mg-
18,",",punc1,u--------
19,ὡς,ὡς,c--------
20,Ἀριστόβουλος,Ἀριστόβουλος,n-s---mn-
21,ἱστόρηκε,ἱστορέω,v3sria---
22,.,punc1,u--------
23,πληγεὶς,πλήσσω,v-sappmn-
24,ἦν,εἰμί,v3siia---
