@id,@form,@lemma,@postag
1,εἰ,εἰ,c--------
2,δ᾽,δέ,d--------
3,οἴχεται,οἴχομαι,v3spie---
4,τὰ,ὁ,l-p---nn-
5,ἐμά,ἐμός,a-p---nn-
6,",",punc1,u--------
7,Ζεῦ,Ζεύς,n-s---mv-
8,πατρῷε,πατρῷος,a-s---mv-
9,Περσῶν,Πέρσης,n-p---mg-
10,καὶ,καί,c--------
11,βασίλειοι,βασίλειος,a-p---mv-
12,θεοί,θεός,n-p---mv-
13,",",punc1,u--------
14,μηδεὶς,μηδείς,p-s---mn-
15,εἰς,εἰς,r--------
16,τὸν,ὁ,l-s---ma-
17,Κύρου,Κύρης,n-s---mg-
18,θρόνον,θρόνος,n-s---ma-
19,ἄλλος,ἄλλος,a-s---mn_
20,ἢ,ἤ1,c--------
21,Ἀλέξανδρος,Ἀλέξανδρος,n-s---mn-
22,καθίσειε,καθίζω,v3saoa---
23,.,punc1,u--------
24,καθίσειε,καθίζω,v3saoa---
