@id,@form,@lemma,@postag,@relation
1,εἰς,εἰς,r--------,AuxP
2,δὲ,δέ,d--------,AuxY
3,τὴν,ὁ,l-s---fa-,ATR
4,Ῥώμην,Ῥώμη,n-s---fa-,ADV
5,προσπεσόντων,προσπίτνω,v-papang-,ADV_CO
6,τούτων,οὗτος,p-p---ng-,SBJ
7,",",punc1,u--------,AuxX
8,καὶ,καί,c--------,COORD
9,μετὰ,μετά,r--------,AuxP
10,ταῦτα,οὗτος,p-p---na-,ADV
11,πλειόνων,πλείων,a-p---mgc,SBJ
12,ἀναγγελλόντων,ἀναγγέλλω,v-pppamg-,ADV_CO
13,διότι,διότι,c--------,AuxC
14,συμβαίνει,συμβαίνω,v3spia---,ADV
15,τῶν,ὁ,l-p---ng-,ATR
16,ἀπὸ,ἀπό,r--------,AuxP
17,τοῦ,ὁ,l-s---mg-,ATR
18,στόλου,στόλος,n-s---mg-,ATR
19,πληρωμάτων,πλήρωμα,n-p---ng-,ATR
20,τὸ,ὁ,l-s---na-,ATR
21,πλεῖστον,πλεῖστος,a-s---na-,ATR
22,μέρος,μέρος,n-s---na-,SBJ
23,ἔν,εἰς,r--------,AuxP
24,τε,τε,d--------,AuxY
25,τοῖς,ὁ,l-p---md-,ATR
26,ἔργοις,ἔργον,n-p---nd-,ADV_CO
27,καὶ,καί,c--------,COORD
28,τῇ,ὁ,l-s---fd-,ATR
29,καθόλου,καθόλου,d--------,ATR
30,πολιορκίᾳ,πολιορκία,n-p---fn-,ADV_CO
31,διεφθάρθαι,διαφθείρω,v--rne---,SBJ
32,",",punc1,u--------,AuxX
33,σπουδῇ,σπουδή,n-s---fd-,ADV
34,κατέγραφον,καταγράφω,v3piia---,PRED_CO
35,ναύτας,ναύτης,n-p---ma-,OBJ
36,καὶ,καί,c--------,COORD
37,συναθροίσαντες,συναθροίζω,v-papamn-,ADV
38,εἰς,εἰς,r--------,AuxP
39,μυρίους,μυρίος,a-p---ma-,ADV
40,ἐξέπεμψαν,ἐκπέμπω,v3paia---,PRED_CO
41,εἰς,εἰς,r--------,AuxP
42,τὴν,ὁ,l-s---fa-,ATR
43,Σικελίαν,Σικελία,n-s---fa-,OBJ
44,.,punc1,u--------,AuxK
