,@id,@form,@lemma,@postag,@relation
0,1,τὸν,ὁ,l-s---ma-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,Φιλώταν,Φιλώτης,n-s---ma-,OBJ
3,4,ὑποικουρῶν,ὑποικουρέω,v-sppamn-,ADV
4,5,δι᾽,διά,r--------,AuxP
5,6,αὐτῆς,αὐτός,p-s---fg-,ADV
6,7,ὅλον,ὅλος,a-s---na-,OBJ
7,8,ἐφώρασε,φωράω,v3saia---,PRED_CO
8,9,",",punc1,u--------,AuxX
9,10,καὶ,καί,c--------,COORD
10,11,πλέον,πλέος,a-s---na-,ATR
11,12,ἢ,ἤ1,c--------,AuxC
12,13,ἑπτὰ,ἑπτὰ,m--------,SBJ
13,14,ἐτῶν,ἔτος,n-p---ng-,SBJ
14,15,διαγενομένων,διαγίγνομαι,v-papmng-,ADV
15,16,",",punc1,u--------,AuxX
16,17,οὐκ,οὐ,d--------,AuxZ
17,18,ἐν,ἐν,r--------,AuxP
18,19,οἴνῳ,οἶνος,n-s---md-,ADV
19,20,ποτὲ,ποτέ,d--------,ADV
20,21,τὴν,ὁ,l-s---fa-,ATR
21,22,ὑπόνοιαν,ὑπόνοια,n-s---fa-,OBJ
22,23,ταύτην,οὗτος,a-s---fa-,ATR
23,24,ἐξέφηνεν,ἐκφαίνω,v3saia---,PRED_CO
24,25,ὁ,ὁ,l-s---mn-,ATR
25,26,μεθύων,μεθύω,v-sppamn-,SBJ
26,27,",",punc1,u--------,AuxX
27,28,οὐ,οὐ,d--------,AuxZ
28,29,δι᾽,διά,r--------,AuxP
29,30,ὀργὴν,ὀργή,n-s---fa-,ADV
30,31,ὁ,ὁ,l-s---mn-,ATR
31,32,θυμοειδής,θυμοειδής,a-s---mn-,SBJ
32,33,",",punc1,u--------,COORD
33,34,οὐ,οὐ,d--------,AuxZ
34,35,πρὸς,πρός,r--------,AuxP
35,36,φίλον,φίλος,n-s---ma-,ADV
36,37,ὁ,ὁ,l-s---mn-,ATR
37,38,πάντα,πᾶς,a-p---na-,OBJ
38,39,πιστεύων,πιστεύω,v-sppamn-,SBJ_CO
39,40,Ἡφαιστίωνι,Ἡφαιστίων,n-s---md-,OBJ
40,41,καὶ,καί,c--------,COORD
41,42,πάντων,πᾶς,a-p---ng-,OBJ
42,43,μεταδιδούς,μεταδίδωμι,v-sppamn-,SBJ_CO
43,44,.,punc1,u--------,AuxK
45,46,ἐξέφηνεν,ἐκφαίνω,v3saia---,PRED_CO
46,47,ἐξέφηνεν,ἐκφαίνω,v3saia---,PRED_CO
