,@id,@form,@lemma,@postag,@relation
0,1,Ἀριδαῖον,Ἀριδαῖος,n-s---ma-,OBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,τίς,τις,p-s---cn-,SBJ
3,4,ἂν,ἄν1,d--------,AuxY
4,5,ἐποίησε,ποιέω,v3saia---,PRED
5,6,μέγαν,μέγας,a-s---ma-,OCOMP
6,7,",",punc1,u--------,AuxX
7,8,ὃν,ὅς,p-s---ma-,OBJ
8,9,οὐδὲν,οὐδείς,p-s---na-,ADV
9,10,νηπίου,νήπιος,a-s---mg-,OBJ
10,11,διαφέροντα,διαφέρω,v-sppama-,ATR_CO
11,12,μόνον,μόνος,a-s---na-,ADV
12,13,δὲ,δέ,c--------,COORD
13,14,σπαργανωθέντα,σπαργανόω,v-sappma-,ATR_CO
14,15,πορφύρᾳ,πορφύρα,n-s---fd-,ADV
15,16,Μελέαγρος,Μελέαγρος,n-s---mn-,SBJ
16,17,εἰς,εἰς,r--------,AuxP
17,18,τὸν,ὁ,l-s---ma-,ATR
18,19,Ἀλεξάνδρου,Ἀλέξανδρος,n-s---mg-,ATR
19,20,θρόνον,θρόνος,n-s---ma-,OBJ
20,21,ἔθηκεν,τίθημι,v3saia---,ATR
21,22,",",punc1,u--------,AuxX
22,23,εὖ,εὖ,d--------,ADV
23,24,γε,γε,d--------,AuxZ
24,25,ποιῶν,ποιέω,v-sppamn-,ADV
25,26,",",punc1,u--------,AuxX
26,27,ἵν᾽,ἵνα,c--------,AuxC
27,28,ὀφθῇ,ὁράω,v3sasp---,ADV
28,29,παρ᾽,παρά,r--------,AuxP
29,30,ἡμέρας,ἡμέρα,n-p---fa-,ADV
30,31,ὀλίγας,ὀλίγος,a-p---fa-,ATR
31,32,πῶς,πῶς2,d--------,ADV
32,33,ἀρετῇ,ἀρετή,n-s---fd-,ADV
33,34,βασιλεύουσιν,βασιλεύω,v3ppia---,SBJ_CO
34,35,ἄνθρωποι,ἄνθρωπος,n-p---mn-,SBJ
35,36,καὶ,καί,c--------,COORD
36,37,πῶς,πῶς2,d--------,ADV
37,38,τύχῃ,τύχη,n-s---fd-,ADV
38,39,.,punc1,u--------,AuxK
39,40,βασιλεύουσιν,βασιλεύω,v3ppia---,SBJ_CO
