@ref,@id,@form,@lemma,@postag
Leuven|0059-00x|48|1,1,τὸ,ὁ,l-s---nn-
Leuven|0059-00x|48|2,2,δ’,δέ,d--------
Leuven|0059-00x|48|3,3,ἕτερον,ἕτερος,a-s---nn-
Leuven|0059-00x|48|4,4,",",",",u--------
Leuven|0059-00x|48|5,5,ὃ,ὅς,p-s---na-
Leuven|0059-00x|48|6,6,δύναται,δύναμαι,v3spie---
Leuven|0059-00x|48|7,7,ποιεῖν,ποιέω,v--pna---
Leuven|0059-00x|48|8,8,ἡμῖν,ἐγώ,p1p---cd-
Leuven|0059-00x|48|9,9,ἔργον,ἔργον,n-s---na-
Leuven|0059-00x|48|10,10,ὁ,ὁ,l-s---mn-
Leuven|0059-00x|48|11,11,δίκαιος,δίκαιος,a-s---mn-
Leuven|0059-00x|48|12,12,",",",",u--------
Leuven|0059-00x|48|13,13,τί,τίς,p-s---nn-
Leuven|0059-00x|48|14,14,τοῦτό,οὗτος,p-s---nn-
Leuven|0059-00x|48|15,15,φαμεν,φημί,v1ppia---
Leuven|0059-00x|48|16,16,;,;,u--------
Leuven|0059-00x|48|17,17,[0],_,-
