,@id,@form,@lemma,@postag,@relation
0,1,οὕτω,οὕτως,d--------,ADV
1,2,διαθεὶς,διατίθημι,v-sapamn-,ADV_CO
2,3,ὁ,ὁ,l-s---mn-,ATR
3,4,Φίλιππος,Φίλιππος,n-s---mn-,SBJ
4,5,τὰς,ὁ,l-p---fa-,ATR
5,6,πόλεις,πόλις,n-p---fa-,OBJ
6,7,πρὸς,πρός,r--------,AuxP
7,8,ἀλλήλας,ἀλλήλων,p-p---fa-,ADV
8,9,διὰ,διά,r--------,AuxP
9,10,τούτων,οὗτος,p-p---ng-,ADV
10,11,καὶ,καί,c--------,COORD
11,12,τούτοις,οὗτος,a-p---nd-,ATR
12,13,ἐπαρθεὶς,ἐπαίρω,v-sappmn-,ADV_CO
13,14,τοῖς,ὁ,l-p---nd-,ATR
14,15,ψηφίσμασιν,ψήφισμα,n-p---nd-,OBJ_CO
15,16,καὶ,καί,c--------,COORD
16,17,ταῖς,ὁ,l-p---fd-,ATR
17,18,ἀποκρίσεσιν,ἀπόκρισις,n-p---fd-,OBJ_CO
18,19,",",punc1,u--------,AuxX
19,20,ἧκεν,ἥκω,v3siia---,PRED_CO
20,21,ἔχων,ἔχω,v-sppamn-,ADV
21,22,τὴν,ὁ,l-s---fa-,ATR
22,23,δύναμιν,δύναμις,n-s---fa-,OBJ
23,24,καὶ,καί,c--------,COORD
24,25,τὴν,ὁ,l-s---fa-,ATR
25,26,Ἐλάτειαν,Ἐλατεία,n-s---fa-,OBJ
26,27,κατέλαβεν,καταλαμβάνω,v3saia---,PRED_CO
27,28,",",punc1,u--------,AuxX
28,29,ὡς,ὡς,d--------,AuxZ
29,30,οὐδ᾽,οὐδέ,d--------,AuxZ
30,31,ἂν,ἄν1,d--------,AuxY
31,32,εἴ,εἰ,c--------,AuxC
32,33,τι,τις,p-s---nn-,SBJ
33,34,γένοιτ᾽,γίγνομαι,v3saom---,ADV
34,35,ἔτι,ἔτι,d--------,ADV
35,36,συμπνευσάντων,συμπνέω,v-papamg-,ADV
36,37,ἂν,ἄν1,d--------,AuxY
37,38,ἡμῶν,ἐγώ,p1p---mg-,SBJ_CO
38,39,καὶ,καί,c--------,COORD
39,40,τῶν,ὁ,l-p---mg-,ATR
40,41,Θηβαίων,Θηβαῖος,n-p---mg-,SBJ_CO
41,42,.,punc1,u--------,AuxK
