,@id,@form,@lemma,@postag,@relation
0,1,Τιγράνην,Τιγράνης,n-s---ma-,OBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,τὸν,ὁ,l-s---ma-,ATR
3,4,Ἀρμενίων,Ἀρμένιος,n-p---mg-,ATR
4,5,βασιλέα,βασιλεύς,n-s---ma-,ATR
5,6,προσκαθεζόμενον,προσκαθέζομαι,v-sppmma-,ATR_CO
6,7,Πτολεμαΐδι,Πτολεμαίς,n-s---fd-,OBJ
7,8,καὶ,καί,c--------,COORD
8,9,πολιορκοῦντα,πολιορκέω,v-sppama-,ATR_CO
9,10,Κλεοπάτραν,Κλεοπάτρη,n-s---fa-,OBJ
10,11,συνθήκαις,συνθήκη,n-p---fd-,ADV_CO
11,12,καὶ,καί,c--------,COORD
12,13,δώροις,δῶρον,n-p---nd-,ADV_CO
13,14,ὑπηγάγετο,ὑπάγω,v3saim---,PRED
14,15,.,punc1,u--------,AuxK
