,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0062-014|4|1,1,δέος,δέος,n-s---nn-,SBJ
1,Leuven|0062-014|4|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0062-014|4|3,3,οὐ,οὐ,d--------,AuxZ
3,Leuven|0062-014|4|4,4,μικρόν,μικρός,a-s---nn-,ATR
4,Leuven|0062-014|4|5,5,μοι,ἐγώ,p1s---cd-,OBJ
5,Leuven|0062-014|4|6,6,ἐπὶ,ἐπί,r--------,AuxP
6,Leuven|0062-014|4|7,7,τούτοις,οὗτος,p-p---nd-,ADV
7,Leuven|0062-014|4|8,8,τῆς,ὁ,l-s---fg-,ATR
8,Leuven|0062-014|4|9,9,ἀποθλίψεως,ἀπόθλιψις,n-s---fg-,ATR
9,Leuven|0062-014|4|10,10,ἐπέρχεται,ἐπέρχομαι,v3spie---,PRED
10,Leuven|0062-014|4|11,11,τῆς,ὁ,l-s---fg-,ATR
11,Leuven|0062-014|4|12,12,ἐμαυτοῦ,ἐμαυτοῦ,p-s---ng-,ATR
12,Leuven|0062-014|4|13,13,·,·,u--------,AuxK
