,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0062-014|22|1,1,ὁπότε,ὁπότε,c--------,AuxC
1,Leuven|0062-014|22|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0062-014|22|3,3,ἐκ,ἐκ,r--------,AuxP
3,Leuven|0062-014|22|4,4,τούτων,οὗτος,p-p---ng-,ADV
4,Leuven|0062-014|22|5,5,ἀρξάμενον,ἄρχω,v-sapmnn-,ADV
5,Leuven|0062-014|22|6,6,ἐτόλμησε,τολμάω,v3saia---,ADV
6,Leuven|0062-014|22|7,7,καττίτερον,κασσίτερος,n-s---ma-,OBJ_CO
7,Leuven|0062-014|22|8,8,εἰπεῖν,λέγω,v--ana---,OBJ_CO
8,Leuven|0062-014|22|9,9,καὶ,καί,c--------,AuxY
9,Leuven|0062-014|22|10,10,κάττυμα,κάσσυμα,n-s---na-,OBJ_CO
10,Leuven|0062-014|22|11,11,καὶ,καί,c--------,COORD
11,Leuven|0062-014|22|12,12,πίτταν,πίσσα,n-s---fa-,OBJ_CO
13,Leuven|0062-014|22|14,14,εἶτα,εἶτα,d--------,ADV
14,Leuven|0062-014|22|15,15,ἀπερυθριᾶσαν,ἀπερυθριάω,v-sapann-,ADV
15,Leuven|0062-014|22|16,16,καὶ,καί,d--------,AuxZ
16,Leuven|0062-014|22|17,17,βασίλισσαν,βασίλισσα,n-s---fa-,OBJ
17,Leuven|0062-014|22|18,18,βασίλιτταν,βασίλισσα,n-s---fa-,OCOMP
18,Leuven|0062-014|22|19,19,ὀνομάζειν,ὀνομάζω,v--pna---,OBJ_CO
20,Leuven|0062-014|22|21,21,οὐ,οὐ,d--------,AuxZ
21,Leuven|0062-014|22|22,22,μετρίως,μέτριος,d--------,ADV
22,Leuven|0062-014|22|23,23,ἐπὶ,ἐπί,r--------,AuxP
23,Leuven|0062-014|22|24,24,τούτοις,οὗτος,p-p---nd-,ADV
24,Leuven|0062-014|22|25,25,ἀγανακτῶ,ἀγανακτέω,v1spia---,PRED_CO
25,Leuven|0062-014|22|26,26,καὶ,καί,c--------,COORD
26,Leuven|0062-014|22|27,27,πίμπραμαι,πίμπρημι,v1spie---,PRED_CO
27,Leuven|0062-014|22|28,28,δεδιὸς,δείδω,v-srpann-,ADV
28,Leuven|0062-014|22|29,29,μὴ,μή,d--------,AuxZ
29,Leuven|0062-014|22|30,30,τῷ,ὁ,l-s---md-,ATR
30,Leuven|0062-014|22|31,31,χρόνῳ,χρόνος,n-s---md-,ADV
31,Leuven|0062-014|22|32,32,καὶ,καί,d--------,AuxZ
32,Leuven|0062-014|22|33,33,τὰ,ὁ,l-p---na-,ATR
33,Leuven|0062-014|22|34,34,σῦκα,σῦκον,n-p---na-,OBJ
34,Leuven|0062-014|22|35,35,τῦκά,τῦκον,n-p---na-,OCOMP
35,Leuven|0062-014|22|36,36,τις,τις,p-s---cn-,SBJ
36,Leuven|0062-014|22|37,37,ὀνομάσῃ,ὀνομάζω,v3sasa---,OBJ
