@ref,@id,@form,@lemma,@postag,@relation
Leuven|0059-00x|1|1,1,Κλειτοφῶντα,Κλειτοφῶν,n-s---ma-,OBJ
Leuven|0059-00x|1|2,2,τὸν,ὁ,l-s---ma-,ATR
Leuven|0059-00x|1|3,3,Ἀριστωνύμου,Ἀριστωνύμος,n-s---mg-,ATR
Leuven|0059-00x|1|4,4,τις,τις,p-s---cn-,SBJ
Leuven|0059-00x|1|5,5,ἡμῖν,ἐγώ,p1p---cd-,OBJ
Leuven|0059-00x|1|6,6,διηγεῖτο,διηγέομαι,v3siie---,PRED
Leuven|0059-00x|1|7,7,ἔναγχος,ἔναγχος,d--------,ADV
Leuven|0059-00x|1|8,8,",",",",u--------,AuxX
Leuven|0059-00x|1|9,9,ὅτι,ὅτι,c--------,AuxC
Leuven|0059-00x|1|10,10,Λυσίᾳ,Λυσίας,n-s---md-,OBJ
Leuven|0059-00x|1|11,11,διαλεγόμενος,διαλέγω,v-sppemn-,ADV
Leuven|0059-00x|1|12,12,τὰς,ὁ,l-p---fa-,ATR
Leuven|0059-00x|1|13,13,μὲν,μέν,d--------,AuxY
Leuven|0059-00x|1|14,14,μετὰ,μετά,r--------,AuxP
Leuven|0059-00x|1|15,15,Σωκράτους,Σωκράτης,n-s---mg-,ATR
Leuven|0059-00x|1|16,16,διατριβὰς,διατριβή,n-p---fa-,OBJ
Leuven|0059-00x|1|17,17,ψέγοι,ψέγω,v3spoa---,OBJ_CO
Leuven|0059-00x|1|18,18,",",",",u--------,AuxX
Leuven|0059-00x|1|19,19,τὴν,ὁ,l-s---fa-,ATR
Leuven|0059-00x|1|20,20,Θρασυμάχου,Θρασύμαχος,n-s---mg-,ATR
Leuven|0059-00x|1|21,21,δὲ,δέ,b--------,COORD
Leuven|0059-00x|1|22,22,συνουσίαν,συνουσία,n-s---fa-,OBJ
Leuven|0059-00x|1|23,23,ὑπερεπαινοῖ,ὑπερεπαινέω,v3spoa---,OBJ_CO
Leuven|0059-00x|1|24,24,.,.,u--------,AuxK
