@ref,@id,@form,@lemma,@postag,@relation
Leuven|0059-00x|7|1,1,ἀλλ’,ἀλλά,d--------,AuxY
Leuven|0059-00x|7|2,2,αἰσχρὸν,αἰσχρός,a-s---nn-,PNOM
Leuven|0059-00x|7|3,3,μὴν,μήν,d--------,AuxZ
Leuven|0059-00x|7|4,4,σοῦ,σύ,p2s---cg-,SBJ
Leuven|0059-00x|7|5,5,γε,γε,d--------,AuxZ
Leuven|0059-00x|7|6,6,ὠφελεῖν,ὠφελέω,v--pna---,OBJ
Leuven|0059-00x|7|7,7,με,ἐγώ,p1s---ca-,OBJ
Leuven|0059-00x|7|8,8,προθυμουμένου,προθυμέομαι,v-sppemg-,ADV
Leuven|0059-00x|7|9,9,μὴ,μή,d--------,AuxZ
Leuven|0059-00x|7|10,10,ὑπομένειν,ὑπομένω,v--pna---,SBJ
Leuven|0059-00x|7|11,11,·,·,u--------,AuxK
Leuven|0059-00x|7|12,12,[0],_,-,PRED
