@id,@form,@lemma,@postag
1,καίτοι,καίτοι,d--------
2,εὖ,εὖ,d--------
3,οἶδά,οἶδα,v1sria---
4,γʼ,γε,d--------
5,",",punc1,u--------
6,εἰ,εἰ,c--------
7,οὗτοι,οὗτος,p-p---mn-
8,πρὸς,πρός,r--------
9,ἐμὲ,ἐγώ,p1s---ma-
10,ἐλθόντες,ἔρχομαι,v-papamn-
11,",",punc1,u--------
12,ἐπειδὴ,ἐπεί,c--------
13,τάχιστα,τάχιστος,a-p---na-
14,αὐτοῖς,αὐτός,p-p---md-
15,ἀπηγγέλθη,ἀπαγγέλλω,v3saip---
16,ὅτι,ὅτι2,c--------
17,ἐπεξίοιμι,ἐπέξειμι,v1spoa---
18,τοῦ,ὁ,l-s---mg-
19,πατρὸς,πατήρ,n-s---mg-
20,τὸν,ὁ,l-s---ma-
21,φονέα,φονεύς,n-s---ma-
22,",",punc1,u--------
23,ἠθέλησαν,ἐθέλω,v3paia---
24,τὰ,ὁ,l-p---na-
25,ἀνδράποδα,ἀνδράποδον,n-p---na-
26,ἃ,ὅς,p-p---nn-
27,ἦν,εἰμί,v3siia---
28,αὐτοῖς,αὐτός,p-p---md-
29,παραδοῦναι,παραδίδωμι,v--ana---
30,",",punc1,u--------
31,ἐγὼ,ἐγώ,p1s---mn-
32,δὲ,δέ,c--------
33,μὴ,μή,d--------
34,ἠθέλησα,ἐθέλω,v1saia---
35,παραλαβεῖν,παραλαμβάνω,v--ana---
36,",",punc1,u--------
37,αὐτὰ,αὐτός,a-p---na_
38,ἂν,ἄν1,d--------
39,ταῦτα,οὗτος,p-p---na-
40,μέγιστα,μέγας,a-p---nas
41,τεκμήρια,τεκμήριον,n-p---na-
42,παρείχοντο,παρέχω,v3piie---
43,ὡς,ὡς,c--------
44,οὐκ,οὐ,d--------
45,ἔνοχοί,ἔνοχος,a-p---mn-
46,εἰσι,εἰμί,v3ppia---
47,τῷ,ὁ,l-s---md-
48,φόνῳ,φόνος,n-s---md-
49,.,punc1,u--------
