,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxY
1,2,ἔδοξε,δοκέω,v3saia---,PRED
2,3,τοὺς,ὁ,l-p---ma-,ATR
3,4,ἐντίμους,ἔντιμος,a-p---ma-,SBJ
4,5,ἀεὶ,ἀεί,d--------,ADV
5,6,παρεῖναι,παρίημι,v--ana---,SBJ_CO
6,7,ἐπὶ,ἐπί,r--------,AuxP
7,8,θύρας,θύρα,n-p---fa-,ADV
8,9,καὶ,καί,c--------,COORD
9,10,παρέχειν,παρέχω,v--pna---,SBJ_CO
10,11,αὑτοὺς,ἑαυτοῦ,p-p---ma-,OBJ
11,12,χρῆσθαι,χράομαι,v--pne---,ADV
12,13,ὅ,ὅς,p-s---na-,OBJ
13,14,τι,τις,a-s---na-,ATR
14,15,ἂν,ἄν1,d--------,AuxY
15,16,βούληται,βούλομαι,v3spse---,OBJ
16,17,",",punc1,u--------,AuxX
17,18,ἕως,ἕως,c--------,AuxC
18,19,ἀφείη,ἀφίημι,v3saoa---,ADV
19,20,Κῦρος,Κῦρος,n-s---mn-,SBJ
20,21,.,punc1,u--------,AuxK
