,@id,@form,@lemma,@postag,@relation
0,1,ὁ,ὁ,l-s---mn-,SBJ
1,2,δʼ,δέ,d--------,AuxY
2,3,ἐς,εἰς,r--------,AuxP
3,4,τοὺς,ὁ,l-p---ma-,ATR
4,5,πολέμους,πόλεμος,n-p---ma-,ADV
5,6,αὐτοῖς,αὐτός,p-p---md-,OBJ
6,7,κεχρημένος,χράω2,v-srpemn-,ADV
7,8,προθυμοτάτοις,πρόθυμος,a-p---mds,ATR
8,9,ὑπεριδεῖν,ὑπέρ-εἶδον,v--ana---,OBJ
9,10,τε,τε,d--------,AuxY
10,11,ὤκνησε,ὀκνέω,v3saia---,PRED_CO
11,12,καὶ,καί,c--------,COORD
12,13,παρελθὼν,παρέρχομαι,v-sapamn-,ADV
13,14,εἰς,εἰς,r--------,AuxP
14,15,τὸ,ὁ,l-s---na-,ATR
15,16,βουλευτήριον,βουλευτήριον,n-s---na-,OBJ
16,17,τὸν,ὁ,l-s---ma-,ATR
17,18,μὲν,μέν,d--------,AuxY
18,19,Γράκχου,Γράκχος,n-s---mg-,ATR
19,20,νόμον,νόμος,n-s---ma-,OBJ
20,21,οὐκ,οὐ,d--------,AuxZ
21,22,ἔψεγε,ψέγω,v3siia---,PRED_CO
22,23,διὰ,διά,r--------,AuxP
23,24,τὸν,ὁ,l-s---ma-,ATR
24,25,δῆμον,δῆμος,n-s---ma-,ADV
25,26,σαφῶς,σαφής,d--------,ADV
26,27,",",punc1,u--------,AuxX
27,28,τὴν,ὁ,l-s---fa-,ATR
28,29,δὲ,δέ,c--------,COORD
29,30,τοῦδε,ὅδε,p-s---mg-,ATR
30,31,δυσχέρειαν,δυσχέρεια,n-s---fa-,OBJ
31,32,ἐπεξιὼν,ἐπέξειμι,v-sppamn-,ADV
32,33,ἠξίου,ἀξιόω,v3siia---,PRED_CO
33,34,τὰς,ὁ,l-p---fa-,ATR
34,35,δίκας,δίκη,n-p---fa-,SBJ
35,36,οὐκ,οὐ,d--------,AuxZ
36,37,ἐπὶ,ἐπί,r--------,AuxP
37,38,τῶν,ὁ,l-p---mg-,ATR
38,39,διαιρούντων,διαιρέω,v-pppamg-,ADV_CO
39,40,ὡς,ὡς,d--------,AuxZ
40,41,ὑπόπτων,ὕποπτος,a-p---mg-,ATR
41,42,τοῖς,ὁ,l-p---md-,ATR
42,43,δικαζομένοις,δικάζω,v-pppemd-,ADV
43,44,",",punc1,u--------,AuxX
44,45,ἀλλʼ,ἀλλά,c--------,COORD
45,46,ἐφʼ,ἐπί,r--------,AuxP
46,47,ἑτέρων,ἕτερος,a-p---mg-,ADV_CO
47,48,λέγεσθαι,λέγω3,v--pne---,OBJ
48,49,.,punc1,u--------,AuxK
