,@id,@form,@lemma,@postag,@relation
0,1,ἀνελθόντι,ἀνέρχομαι,v-sapamd-,ADV_CO
1,2,δὲ,δέ,d--------,AuxY
2,3,ἐς,εἰς,r--------,AuxP
3,4,τὸ,ὁ,l-s---na-,ATR
4,5,ἱερὸν,ἱερόν,n-s---na-,ADV
5,6,καὶ,καί,c--------,COORD
6,7,τοῖς,ὁ,l-p---md-,ATR
7,8,Γρακχείοις,Γρακχείος,a-p---md-,ADV
8,9,ἐπιδραμόντι,ἐπιτρέχω,v-sapamd-,ADV_CO
9,10,εἶξαν,εἴκω,v3paia---,PRED
10,11,μὲν,μέν,d--------,AuxY
11,12,ὡς,ὡς,d--------,AuxZ
12,13,κατʼ,κατά,r--------,AuxP
13,14,ἀξίωσιν,ἀξίωσις,n-s---fa-,ADV_CO
14,15,ἀνδρὶ,ἀνήρ,n-s---md-,ATR
15,16,ἀρίστῳ,ἄριστος,a-s---md-,ATR
16,17,",",punc1,u--------,AuxX
17,18,καὶ,καί,c--------,COORD
18,19,τὴν,ὁ,l-s---fa-,ATR
19,20,βουλὴν,βουλή,n-s---fa-,SBJ
20,21,ἅμα,ἅμα,r--------,AuxP
21,22,οἱ,ἕ,p3s---md-,ADV
22,23,θεωροῦντες,θεωρέω,v-pppamn-,ADV_CO
23,24,ἐπιοῦσαν,ἔπειμι1,v-sppafa-,ADV
24,25,·,punc1,u--------,AuxK
