,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxY
1,2,γάρ,γάρ,d--------,AuxY
2,3,τις,τις,a-s---cn-,ATR
3,4,ἤδη,ἤδη,d--------,ADV
4,5,νόμος,νόμος,n-s---mn-,SBJ
5,6,κεκύρωτο,κυρόω,v3slie---,PRED
6,7,",",punc1,u--------,AuxX
7,8,εἰ,εἰ,c--------,AuxC
8,9,δήμαρχος,δήμαρχος,n-s---mn-,SBJ
9,10,ἐνδέοι,ἐνδέω,v3spoa---,ADV
10,11,ταῖς,ὁ,l-p---fd-,ATR
11,12,παραγγελίαις,παραγγελία,n-p---fd-,OBJ
12,13,",",punc1,u--------,AuxX
13,14,τὸν,ὁ,l-s---ma-,ATR
14,15,δῆμον,δῆμος,n-s---ma-,SBJ
15,16,ἐκ,ἐκ,r--------,AuxP
16,17,πάντων,πᾶς,a-p---mg-,ADV
17,18,ἐπιλέγεσθαι,ἐπιλέγω,v--pne---,OBJ
18,19,.,punc1,u--------,AuxK
