@id,@form,@lemma,@postag
1,θώματα,θαῦμα,n-p---nn-
2,δὲ,δέ,d--------
3,γῆ,γῆ,n-s---fn-
4,ἡ,ὁ,l-s---fn-
5,Λυδίη,Λυδίας,n-s---mv-
6,ἐς,εἰς,r--------
7,συγγραφὴν,συγγραφή,n-s---fa-
8,οὐ,οὐ,d--------
9,μάλα,μάλα,d--------
10,ἔχει,ἔχω,v3spia---
11,",",punc1,u--------
12,οἷά,οἷος,a-p---na-
13,τε,τε,d--------
14,καὶ,καί,d--------
15,ἄλλη,ἄλλος,a-s---fn-
16,χώρη,χώρα,n-s---fn-
17,",",punc1,u--------
18,πάρεξ,παρέξ,r--------
19,τοῦ,ὁ,l-s---ng-
20,ἐκ,ἐκ,r--------
21,τοῦ,ὁ,l-s---mg-
22,Τμώλου,Τμῶλος,n-s---mg-
23,καταφερομένου,καταφέρω,v-sppeng-
24,ψήγματος,ψῆγμα,n-s---ng-
25,.,punc1,u--------
26,ἔχει,ἔχω,v3spia---
