@id,@form,@lemma,@postag
1,λαχόντας,λαγχάνω,v-papama-
2,δὲ,δέ,d--------
3,αὐτῶν,αὐτός,p-p---mg-
4,τοὺς,ὁ,l-p---ma-
5,ἑτέρους,ἕτερος,a-p---ma-
6,ἐξιέναι,ἐξίημι,v--pna---
7,ἐκ,ἐκ,r--------
8,τῆς,ὁ,l-s---fg-
9,χώρης,χώρα,n-s---fg-
10,καταβῆναι,καταβαίνω,v--ana---
11,ἐς,εἰς,r--------
12,Σμύρνην,σμύρνα,n-s---fa-
13,καὶ,καί,c--------
14,μηχανήσασθαι,μηχανάομαι,v--ane---
15,πλοῖα,πλοῖον,n-p---na-
16,",",punc1,u--------
17,ἐς,εἰς,r--------
18,τὰ,ὅς,p-p---na-
19,ἐσθεμένους,εἰστίθημι,v-papmma-
20,τὰ,ὁ,l-p---na-
21,πάντα,πᾶς,a-p---na-
22,ὅσα,ὅσος,a-p---nn-
23,σφι,σφεῖς,p-p---md-
24,ἦν,εἰμί,v3siia---
25,χρηστὰ,χρηστός,a-p---nn-
26,ἐπίπλοα,ἐπίπλοον,n-p---na-
27,",",punc1,u--------
28,ἀποπλέειν,ἀποπλέω,v--pna---
29,κατὰ,κατά,r--------
30,βίου,βίος,n-s---mg-
31,τε,τε,d--------
32,καὶ,καί,c--------
33,γῆς,Γαῖα,n-s---fg-
34,ζήτησιν,ζήτησις,n-s---fa-
35,",",punc1,u--------
36,ἐς,εἰς,r--------
37,ὃ,ὅς,p-s---na-
38,ἔθνεα,ἔθνος,n-p---na-
39,πολλὰ,πολύς,a-p---na-
40,παραμειψαμένους,παραμείβω,v-papmma-
41,ἀπικέσθαι,ἀφικνέομαι,v--anm---
42,ἐς,εἰς,r--------
43,Ὀμβρικούς,Ὀμβρικός,n-p---ma-
44,",",punc1,u--------
45,ἔνθα,ἔνθα,d--------
46,σφέας,σφεῖς,p-p---ma-
47,ἐνιδρύσασθαι,ἐνιδρύω,v--anm---
48,πόλιας,πόλις,n-p---fa-
49,καὶ,καί,c--------
50,οἰκέειν,οἰκέω,v--pna---
51,τὸ,ὁ,l-s---na-
52,μέχρι,μέχρι,r--------
53,τοῦδε,ὅδε,p-s---ng-
54,.,punc1,u--------
55,[1],,
56,[2],,
