@id,@form,@lemma,@postag
1,οἱ,ὁ,l-p---mn-
2,μὲν,μέν,d--------
3,γὰρ,γάρ,d--------
4,πρότεροι,πρότερος,a-p---mn-
5,διεπέμποντο,διαπέμπω,v3piie---
6,ἐς,εἰς,r--------
7,πέμπτον,πέμπτος,a-s---ma-
8,μῆνα,μείς,n-s---ma-
9,προερέοντες,προερέω,v-pppamn-
10,συλλέγεσθαι,συλλέγω,v--pne---
11,ἐς,εἰς,r--------
12,Σάρδις,Σάρδεις,n-p---fa-
13,",",punc1,u--------
14,τούτους,οὗτος,p-p---ma-
15,δὲ,δέ,c--------
16,ἐξέπεμπε,ἐκπέμπω,v3siia---
17,τὴν,ὁ,l-s---fa-
18,ταχίστην,ταχύς,a-s---fas
19,δέεσθαι,δέω1,v--pne---
20,βοηθέειν,βοηθέω,v--pna---
21,ὡς,ὡς,d--------
22,πολιορκεομένου,πολιορκέω,v-sppemg-
23,Κροίσου,Κροῖσος,n-s---mg-
24,.,punc1,u--------
