@ref,@id,@form,@lemma,@postag
Leuven|0544-002|62|1,1,τὸ,ὁ,l-s---nn-
Leuven|0544-002|62|2,2,μὲν,μέν,d--------
Leuven|0544-002|62|3,3,οὖν,οὖν,d--------
Leuven|0544-002|62|4,4,σῶμα,σῶμα,n-s---nn-
Leuven|0544-002|62|5,5,",",",",u--------
Leuven|0544-002|62|6,6,καὶ,καί,c--------
Leuven|0544-002|62|7,7,μάλιστα,μάλα,d-------s
Leuven|0544-002|62|8,8,κατὰ,κατά,r--------
Leuven|0544-002|62|9,9,τοὺς,ὁ,l-p---ma-
Leuven|0544-002|62|10,10,Στωικούς,Στωικός,n-p---ma-
Leuven|0544-002|62|11,11,",",",",u--------
Leuven|0544-002|62|12,12,οὐκ,οὐ,d--------
Leuven|0544-002|62|13,13,ἂν,ἄν,d--------
Leuven|0544-002|62|14,14,εἴη,εἰμί,v3spoa---
Leuven|0544-002|62|15,15,τῶν,ὁ,l-p---ng-
Leuven|0544-002|62|16,16,διδακτῶν,διδακτός,a-p---ng-
Leuven|0544-002|62|17,17,·,·,u--------
