@ref,@id,@form,@lemma,@postag,@relation
Leuven|0062-020|61|1,1,καὶ,καί,d--------,AuxY
Leuven|0062-020|61|2,2,γὰρ,γάρ,d--------,AuxY
Leuven|0062-020|61|3,3,ἐνδεῖν,ἐνδέω,v--pna---,OBJ
Leuven|0062-020|61|4,4,τι,τις,p-s---na-,SBJ
Leuven|0062-020|61|5,5,ᾤμην,οἴομαι,v1siie---,PRED
Leuven|0062-020|61|6,6,τῷ,ὁ,l-s---nd-,ATR
Leuven|0062-020|61|7,7,θείῳ,θεῖος,a-s---nd-,OBJ
Leuven|0062-020|61|8,8,",",",",u--------,AuxX
Leuven|0062-020|61|9,9,μὴ,μή,d--------,AuxZ
Leuven|0062-020|61|10,10,ὄντος,εἰμί,v-sppang-,ADV
Leuven|0062-020|61|11,11,τοῦ,ὁ,l-s---ng-,ATR
Leuven|0062-020|61|12,12,ἐναντίου,ἐναντίος,a-s---ng-,SBJ_CO
Leuven|0062-020|61|13,13,αὐτῷ,αὐτός,p-s---nd-,ADV
Leuven|0062-020|61|14,14,καὶ,καί,b--------,COORD
Leuven|0062-020|61|15,15,πρὸς,πρός,r--------,AuxP
Leuven|0062-020|61|16,16,ὃ,ὅς,p-s---na-,ATR
Leuven|0062-020|61|17,17,ἔμελλεν,μέλλω,v3siia---,SBJ_CO
Leuven|0062-020|61|18,18,ἡ,ὁ,l-s---fn-,ATR
Leuven|0062-020|61|19,19,ἐξέτασις,ἐξέτασις,n-s---fn-,SBJ
Leuven|0062-020|61|20,20,γιγνομένη,γίγνομαι,v-sppefn-,ATR
Leuven|0062-020|61|21,21,εὐδαιμονέστερον,εὐδαίμων,a-s---nac,OBJ
Leuven|0062-020|61|22,22,ἀποφαίνειν,ἀποφαίνω,v--pna---,OBJ
Leuven|0062-020|61|23,23,αὐτό,αὐτός,p-s---na-,%%%SBJ
Leuven|0062-020|61|24,24,·,·,u--------,AuxK
