,@id,@form,@lemma,@postag,@relation
0,1,εἰ,εἰ,c--------,AuxC
1,2,δὲ,δέ,d--------,AuxY
2,3,τούτων,οὗτος,a-p---ng-,ATR
3,4,ἀποστερήσεται,ἀποστερέω,v3sfip---,ADV
4,5,τῶν,ὁ,l-p---ng-,ATR
5,6,χρημάτων,χρῆμα,n-p---ng-,OBJ
6,7,",",",",u--------,AuxX
7,8,εἰς,εἰς,r--------,AuxP
8,9,στενὸν,στενός,a-s---na-,ADV
9,10,κομιδῇ,κομιδῇ,d--------,ADV
10,11,τὰ,ὁ,l-p---na-,OBJ
11,12,τῆς,ὁ,l-s---fg-,ATR
12,13,τροφῆς,τροφή,n-s---fg-,ATR
13,14,τοῖς,ὁ,l-p---md-,ATR
14,15,ξένοις,ξένος1,n-p---md-,ATR
15,16,αὐτῷ,αὐτός,p-s---md-,ATR
16,17,καταστήσεται,καθίστημι,v3sfim---,PRED
17,18,.,.,u--------,AuxK
