,@id,@form,@lemma,@postag,@relation
0,1,περὶ,περί,r--------,AuxP
1,2,δὲ,δέ,c--------,COORD
2,3,χρημάτων,χρῆμα,n-p---ng-,ATR
3,4,πόρου,πόρος,n-s---mg-,AuxY
4,5,",",",",u--------,AuxX
5,6,ἔστιν,εἰμί,v3spia---,PRED_CO
6,7,",",",",u--------,AuxX
7,8,ὦ,ὦ,i--------,AuxZ
8,9,ἄνδρες,ἀνήρ,n-p---mv-,ExD
9,10,Ἀθηναῖοι,Ἀθηναῖος,a-p---mv-,ATR
10,11,",",",",u--------,AuxX
11,12,χρήμαθ’,χρῆμα,n-p---nn-,SBJ
12,13,ὑμῖν,σύ,p2p---md-,PNOM
13,14,",",",",u--------,AuxX
14,15,ἔστιν,εἰμί,v3spia---,PRED_CO
15,16,ὅσ’,ὅσος,p-p---nn-,SBJ
16,17,οὐδενὶ,οὐδείς,p-s---md-,PNOM
17,18,τῶν,ὁ,l-p---mg-,ATR
18,19,ἄλλων,ἄλλος,a-p---mg-,ATR
19,20,ἀνθρώπων,ἄνθρωπος,n-p---mg-,ATR
20,21,στρατιωτικά,στρατιωτικός,a-p---nn-,ATR
21,22,·,·,u--------,AuxK
