,@id,@form,@lemma,@postag,@relation
0,1,ταῦτα,οὗτος,a-p---nn-,SBJ
1,2,γὰρ,γάρ,d--------,AuxY
2,3,ἄπιστα,ἄπιστος,a-p---nn-,PNOM
3,4,μὲν,μέν,d--------,AuxY
4,5,ἦν,εἰμί,v3siia---,PRED_CO
5,6,δήπου,δήπου,d--------,AuxZ
6,7,φύσει,φύσις,n-s---fd-,ADV_CO
7,8,καὶ,καί,c--------,COORD
8,9,ἀεὶ,ἀεί,d--------,CO
9,10,πᾶσιν,πᾶς,a-p---md-,ATR
10,11,ἀνθρώποις,ἄνθρωπος,n-p---md-,ADV_CO
11,12,",",",",u--------,AuxX
12,13,κομιδῇ,κομιδῇ,d--------,ADV
13,14,δ’,δέ,c--------,COORD
14,15,",",",",u--------,AuxX
15,16,ὥσπερ,ὥσπερ,c--------,AuxC
16,17,ἦν,εἰμί,v3siia---,ADV
17,18,",",",",u--------,AuxX
18,19,καὶ,καί,d--------,AuxZ
19,20,ἔστι,εἰμί,v3spia---,PRED_CO
20,21,νῦν,νῦν,d--------,ADV
21,22,τούτῳ,οὗτος,p-s---nd-,ADV
22,23,.,.,u--------,AuxK
