@ref,@id,@form,@lemma,@postag
Leuven|0540-024|49|1,1,ἐγὼ,ἐγώ,p1s---cn-
Leuven|0540-024|49|2,2,δ’,δέ,d--------
Leuven|0540-024|49|3,3,ὑμᾶς,σύ,p2p---ca-
Leuven|0540-024|49|4,4,",",",",u--------
Leuven|0540-024|49|5,5,ὦ,ὦ,i--------
Leuven|0540-024|49|6,6,βουλή,βουλή,n-s---fv-
Leuven|0540-024|49|7,7,",",",",u--------
Leuven|0540-024|49|8,8,σαφῶς,σαφής,d--------
Leuven|0540-024|49|9,9,οἶμαι,οἴομαι,v1spie---
Leuven|0540-024|49|10,10,δεῖν,δέω,v--pna---
Leuven|0540-024|49|11,11,διαγιγνώσκειν,διαγιγνώσκω,v--pna---
Leuven|0540-024|49|12,12,οἷς,ὅς,p-p---md-
Leuven|0540-024|49|13,13,τ’,τε,b--------
Leuven|0540-024|49|14,14,ἐγχωρεῖ,ἐγχωρέω,v3spia---
Leuven|0540-024|49|15,15,τῶν,ὁ,l-p---mg-
Leuven|0540-024|49|16,16,ἀνθρώπων,ἄνθρωπος,n-p---mg-
Leuven|0540-024|49|17,17,ὑβρισταῖς,ὑβριστής,n-p---md-
Leuven|0540-024|49|18,18,εἶναι,εἰμί,v--pna---
Leuven|0540-024|49|19,19,καὶ,καί,b--------
Leuven|0540-024|49|20,20,οἷς,ὅς,p-p---md-
Leuven|0540-024|49|21,21,οὐ,οὐ,d--------
Leuven|0540-024|49|22,22,προσήκει,προσήκω,v3spia---
Leuven|0540-024|49|23,23,.,.,u--------
