@ref,@id,@form,@lemma,@postag
Leuven|0032-002|92|1,1,οἶδα,οἶδα,v1sria---
Leuven|0032-002|92|2,2,δὲ,δέ,b--------
Leuven|0032-002|92|3,3,καὶ,καί,b--------
Leuven|0032-002|92|4,4,Σωκράτην,Σωκράτης,n-s---ma-
Leuven|0032-002|92|5,5,δεικνύντα,δείκνυμι,v-sppama-
Leuven|0032-002|92|6,6,τοῖς,ὁ,l-p---md-
Leuven|0032-002|92|7,7,συνοῦσιν,σύνειμι,v-pppamd-
Leuven|0032-002|92|8,8,ἑαυτὸν,ἑαυτοῦ,p-s---ma-
Leuven|0032-002|92|9,9,καλὸν,καλός,a-s---ma-
Leuven|0032-002|92|10,10,κἀγαθὸν,ἀγαθός,a-s---ma-
Leuven|0032-002|92|11,11,ὄντα,εἰμί,v-sppama-
Leuven|0032-002|92|12,12,καὶ,καί,c--------
Leuven|0032-002|92|13,13,διαλεγόμενον,διαλέγω,v-sppema-
Leuven|0032-002|92|14,14,κάλλιστα,καλός,d-------s
Leuven|0032-002|92|15,15,περὶ,περί,r--------
Leuven|0032-002|92|16,16,ἀρετῆς,ἀρετή,n-s---fg-
Leuven|0032-002|92|17,17,καὶ,καί,c--------
Leuven|0032-002|92|18,18,τῶν,ὁ,l-p---ng-
Leuven|0032-002|92|19,19,ἄλλων,ἄλλος,p-p---ng-
Leuven|0032-002|92|20,20,ἀνθρωπίνων,ἀνθρώπινος,a-p---ng-
Leuven|0032-002|92|21,21,.,ἀνθρώπινος,a-p---ng-
Leuven|0032-002|92|22,22,.,.,u--------
"""""",23,[0],"""""",""""""
