@ref,@id,@form,@lemma,@postag
Leuven|0032-002|265|1,1,οὗτος,οὗτος,p-s---mn-
Leuven|0032-002|265|2,2,κἂν,κἄν,d--------
Leuven|0032-002|265|3,3,εἰς,εἰς,r--------
Leuven|0032-002|265|4,4,μαχαίρας,μάχαιρα,n-p---fa-
Leuven|0032-002|265|5,5,κυβιστήσειε,κυβιστάω,v3saoa---
Leuven|0032-002|265|6,6,κἂν,κἄν,d--------
Leuven|0032-002|265|7,7,εἰς,εἰς,r--------
Leuven|0032-002|265|8,8,πῦρ,πῦρ,n-s---na-
Leuven|0032-002|265|9,9,ἅλοιτο,ἅλλομαι,v3saom---
Leuven|0032-002|265|10,10,.,.,u--------
"""""",11,[0],"""""",""""""
"""""",12,[1],"""""",""""""
