@ref,@id,@form,@lemma,@postag
Leuven|0032-002|285|1,1,εἰ,εἰ,c--------
Leuven|0032-002|285|2,2,δέ,δέ,d--------
Leuven|0032-002|285|3,3,τινες,τις,p-p---cn-
Leuven|0032-002|285|4,4,Σωκράτην,Σωκράτης,n-s---ma-
Leuven|0032-002|285|5,5,νομίζουσιν,νομίζω,v3ppia---
Leuven|0032-002|285|6,6,",",",",u--------
Leuven|0032-002|285|7,7,ὡς,ὡς,c--------
Leuven|0032-002|285|8,8,ἔνιοι,ἔνιοι,a-p---mn-
Leuven|0032-002|285|9,9,γράφουσί,γράφω,v3ppia---
Leuven|0032-002|285|10,10,τε,τε,c--------
Leuven|0032-002|285|11,11,καὶ,καί,c--------
Leuven|0032-002|285|12,12,λέγουσι,λέγω,v3ppia---
Leuven|0032-002|285|13,13,περὶ,περί,r--------
Leuven|0032-002|285|14,14,αὐτοῦ,αὐτός,p-s---mg-
Leuven|0032-002|285|15,15,τεκμαιρόμενοι,τεκμαίρομαι,v-pppemn-
Leuven|0032-002|285|16,16,",",",",u--------
Leuven|0032-002|285|17,17,προτρέψασθαι,προσρέπω,v--anm---
Leuven|0032-002|285|18,18,μὲν,μέν,d--------
Leuven|0032-002|285|19,19,ἀνθρώπους,ἄνθρωπος,n-p---ma-
Leuven|0032-002|285|20,20,ἐπ’,ἐπί,r--------
Leuven|0032-002|285|21,21,ἀρετὴν,ἀρετή,n-s---fa-
Leuven|0032-002|285|22,22,κράτιστον,ἀγαθός,a-s---mas
Leuven|0032-002|285|23,23,γεγονέναι,γίγνομαι,v--rna---
Leuven|0032-002|285|24,24,",",",",u--------
Leuven|0032-002|285|25,25,προαγαγεῖν,προάγω,v--ana---
Leuven|0032-002|285|26,26,δ’,δέ,d--------
Leuven|0032-002|285|27,27,ἐπ’,ἐπί,r--------
Leuven|0032-002|285|28,28,αὐτὴν,αὐτός,p-s---fa-
Leuven|0032-002|285|29,29,οὐχ,οὐ,d--------
Leuven|0032-002|285|30,30,ἱκανόν,ἱκανός,a-s---ma-
Leuven|0032-002|285|31,31,",",",",u--------
Leuven|0032-002|285|32,32,σκεψάμενοι,σκέπτομαι,v-pap-mn-
Leuven|0032-002|285|33,33,μὴ,μή,d--------
Leuven|0032-002|285|34,34,μόνον,μόνον,d--------
Leuven|0032-002|285|35,35,ἃ,ὅς,p-p---na-
Leuven|0032-002|285|36,36,ἐκεῖνος,ἐκεῖνος,p-s---mn-
Leuven|0032-002|285|37,37,κολαστηρίου,κολαστήριον,n-s---ng-
Leuven|0032-002|285|38,38,ἕνεκα,ἕνεκα,r--------
Leuven|0032-002|285|39,39,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|285|40,40,πάντ’,πᾶς,a-p---na_
Leuven|0032-002|285|41,41,οἰομένους,οἴομαι,v-pppema-
Leuven|0032-002|285|42,42,εἰδέναι,οἶδα,v--rna---
Leuven|0032-002|285|43,43,ἐρωτῶν,ἐρωτάω,v-sppamn-
Leuven|0032-002|285|44,44,ἤλεγχεν,ἐλέγχω,v3siia---
Leuven|0032-002|285|45,45,",",",",u--------
Leuven|0032-002|285|46,46,ἀλλὰ,ἀλλά,c--------
Leuven|0032-002|285|47,47,καὶ,καί,d--------
Leuven|0032-002|285|48,48,ἃ,ὅς,p-p---na-
Leuven|0032-002|285|49,49,λέγων,λέγω,v-sppamn-
Leuven|0032-002|285|50,50,συνημέρευε,συνημερεύω,v3siia---
Leuven|0032-002|285|51,51,τοῖς,ὁ,l-p---md-
Leuven|0032-002|285|52,52,συνδιατρίβουσι,συνδιατρίβω,v-pppamd-
Leuven|0032-002|285|53,53,",",",",u--------
Leuven|0032-002|285|54,54,δοκιμαζόντων,δοκιμάζω,v3ppma---
Leuven|0032-002|285|55,55,εἰ,εἰ,c--------
Leuven|0032-002|285|56,56,ἱκανὸς,ἱκανός,a-s---mn-
Leuven|0032-002|285|57,57,ἦν,εἰμί,v3siia---
Leuven|0032-002|285|58,58,βελτίους,βελτίων,a-p---mac
Leuven|0032-002|285|59,59,ποιεῖν,ποιέω,v--pna---
Leuven|0032-002|285|60,60,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|285|61,61,συνόντας,σύνειμι,v-pppama-
Leuven|0032-002|285|62,62,.,.,u--------
"""""",63,[0],"""""",""""""
