@ref,@id,@form,@lemma,@postag
Leuven|0032-002|66|1,1,ἐθαύμαζε,θαυμάζω,v3siia---
Leuven|0032-002|66|2,2,δ’,δέ,d--------
Leuven|0032-002|66|3,3,εἴ,εἰ,c--------
Leuven|0032-002|66|4,4,τις,τις,p-s---cn-
Leuven|0032-002|66|5,5,ἀρετὴν,ἀρετή,n-s---fa-
Leuven|0032-002|66|6,6,ἐπαγγελλόμενος,ἐπαγγέλλω,v-sppemn-
Leuven|0032-002|66|7,7,ἀργύριον,ἀργύριον,n-s---na-
Leuven|0032-002|66|8,8,πράττοιτο,πράσσω,v3spoe---
Leuven|0032-002|66|9,9,καὶ,καί,c--------
Leuven|0032-002|66|10,10,μὴ,μή,d--------
Leuven|0032-002|66|11,11,νομίζοι,νομίζω,v3spoa---
Leuven|0032-002|66|12,12,τὸ,ὁ,l-s---na-
Leuven|0032-002|66|13,13,μέγιστον,μέγας,a-s---na-
Leuven|0032-002|66|14,14,κέρδος,κέρδος,n-s---na-
Leuven|0032-002|66|15,15,ἕξειν,ἔχω,v--fna---
Leuven|0032-002|66|16,16,φίλον,φίλος,a-s---ma-
Leuven|0032-002|66|17,17,ἀγαθὸν,ἀγαθός,a-s---ma-
Leuven|0032-002|66|18,18,κτησάμενος,κτάομαι,v-sapmmn-
Leuven|0032-002|66|19,19,",",",",u--------
Leuven|0032-002|66|20,20,ἀλλὰ,ἀλλά,c--------
Leuven|0032-002|66|21,21,φοβοῖτο,φοβέω,v3spoe---
Leuven|0032-002|66|22,22,μὴ,μή,c--------
Leuven|0032-002|66|23,23,ὁ,ὁ,l-s---mn-
Leuven|0032-002|66|24,24,γενόμενος,γίγνομαι,v-sapmmn-
Leuven|0032-002|66|25,25,καλὸς,καλός,a-s---mn-
Leuven|0032-002|66|26,26,κἀγαθὸς,ἀγαθός,a-s---mn-
Leuven|0032-002|66|27,27,τῷ,ὁ,l-s---md-
Leuven|0032-002|66|28,28,τὰ,ὁ,l-p---na-
Leuven|0032-002|66|29,29,μέγιστα,μέγας,a-p---na-
Leuven|0032-002|66|30,30,εὐεργετήσαντι,εὐεργετέω,v-sapamd-
Leuven|0032-002|66|31,31,μὴ,μή,c--------
Leuven|0032-002|66|32,32,τὴν,ὁ,l-s---fa-
Leuven|0032-002|66|33,33,μεγίστην,μέγας,a-s---fa-
Leuven|0032-002|66|34,34,χάριν,χάρις,n-s---fa-
Leuven|0032-002|66|35,35,ἕξοι,ἔχω,v3sfoa---
Leuven|0032-002|66|36,36,.,.,u--------
Leuven|0032-002|66|37,37,.,.,u--------
"""""",38,[0],"""""",""""""
