@ref,@id,@form,@lemma,@postag
Leuven|0032-002|172|1,1,καὶ,καί,d--------
Leuven|0032-002|172|2,2,ὅσα,ὅσος,p-p---na-
Leuven|0032-002|172|3,3,τύραννος,τύραννος,n-s---mn-
Leuven|0032-002|172|4,4,ἄρχων,ἄρχω,v-sppamn-
Leuven|0032-002|172|5,5,",",",",u--------
Leuven|0032-002|172|6,6,φάναι,φημί,v--pna---
Leuven|0032-002|172|7,7,",",",",u--------
Leuven|0032-002|172|8,8,γράφει,γράφω,v3spia---
Leuven|0032-002|172|9,9,",",",",u--------
Leuven|0032-002|172|10,10,καὶ,καί,d--------
Leuven|0032-002|172|11,11,ταῦτα,οὗτος,p-p---nn-
Leuven|0032-002|172|12,12,νόμος,νόμος,n-s---mn-
Leuven|0032-002|172|13,13,καλεῖται,καλέω,v3spie---
Leuven|0032-002|172|14,14,.,.,u--------
"""""",15,[0],"""""",""""""
