@ref,@id,@form,@lemma,@postag
Leuven|0032-002|242|1,1,οὔτ’,οὔτε,d--------
Leuven|0032-002|242|2,2,ἂν,ἄν,d--------
Leuven|0032-002|242|3,3,τοῖς,ὁ,l-p---md-
Leuven|0032-002|242|4,4,ἀνθρώποις,ἄνθρωπος,n-p---md-
Leuven|0032-002|242|5,5,ἄξιον,ἄξιος,a-s---na-
Leuven|0032-002|242|6,6,εἶναι,εἰμί,v--pna---
Leuven|0032-002|242|7,7,ζῆν,ζάω,v--pna---
Leuven|0032-002|242|8,8,",",",",u--------
Leuven|0032-002|242|9,9,εἰ,εἰ,c--------
Leuven|0032-002|242|10,10,τὰ,ὁ,l-p---nn-
Leuven|0032-002|242|11,11,παρὰ,παρά,r--------
Leuven|0032-002|242|12,12,τῶν,ὁ,l-p---mg-
Leuven|0032-002|242|13,13,πονηρῶν,πονηρός,a-p---mg-
Leuven|0032-002|242|14,14,μᾶλλον,μάλα,d-------c
Leuven|0032-002|242|15,15,ἦν,εἰμί,v3siia---
Leuven|0032-002|242|16,16,κεχαρισμένα,χαρίζω,v-prpenn-
Leuven|0032-002|242|17,17,τοῖς,ὁ,l-p---md-
Leuven|0032-002|242|18,18,θεοῖς,θεός,n-p---md-
Leuven|0032-002|242|19,19,ἢ,ἤ,c--------
Leuven|0032-002|242|20,20,τὰ,ὁ,l-p---nn-
Leuven|0032-002|242|21,21,παρὰ,παρά,r--------
Leuven|0032-002|242|22,22,τῶν,ὁ,l-p---mg-
Leuven|0032-002|242|23,23,χρηστῶν,χρηστός,a-p---mg-
Leuven|0032-002|242|24,24,·,·,u--------
Leuven|0032-002|242|25,25,[0],"""""",""""""
"""""",26,[1],"""""",""""""
