@ref,@id,@form,@lemma,@postag
Leuven|0032-002|290|1,1,ἐπὶ,ἐπί,r--------
Leuven|0032-002|290|2,2,μὲν,μέν,d--------
Leuven|0032-002|290|3,3,τοίνυν,τοίνυν,c--------
Leuven|0032-002|290|4,4,ἐπῶν,ἔπος,n-p---ng-
Leuven|0032-002|290|5,5,ποιήσει,ποίησις,n-s---fd-
Leuven|0032-002|290|6,6,Ὅμηρον,Ὅμηρος,n-s---ma-
Leuven|0032-002|290|7,7,ἔγωγε,ἐγώ,p1s---cn-
Leuven|0032-002|290|8,8,μάλιστα,μάλα,d-------s
Leuven|0032-002|290|9,9,τεθαύμακα,θαυμάζω,v1sria---
Leuven|0032-002|290|10,10,",",",",u--------
Leuven|0032-002|290|11,11,ἐπὶ,ἐπί,r--------
Leuven|0032-002|290|12,12,δὲ,δέ,d--------
Leuven|0032-002|290|13,13,διθυράμβῳ,διθύραμβος,n-s---md-
Leuven|0032-002|290|14,14,Μελανιππίδην,Μελανιππίδης,n-s---ma-
Leuven|0032-002|290|15,15,",",",",u--------
Leuven|0032-002|290|16,16,ἐπὶ,ἐπί,r--------
Leuven|0032-002|290|17,17,δὲ,δέ,d--------
Leuven|0032-002|290|18,18,τραγῳδίᾳ,τραγῳδία,n-s---fd-
Leuven|0032-002|290|19,19,Σοφοκλέα,Σοφοκλέης,n-s---ma-
Leuven|0032-002|290|20,20,",",",",u--------
Leuven|0032-002|290|21,21,ἐπὶ,ἐπί,r--------
Leuven|0032-002|290|22,22,δὲ,δέ,d--------
Leuven|0032-002|290|23,23,ἀνδριαντοποιίᾳ,ἀνδριαντοποιία,n-s---fd-
Leuven|0032-002|290|24,24,Πολύκλειτον,Πολύκλειτος,n-s---ma-
Leuven|0032-002|290|25,25,",",",",u--------
Leuven|0032-002|290|26,26,ἐπὶ,ἐπί,r--------
Leuven|0032-002|290|27,27,δὲ,δέ,d--------
Leuven|0032-002|290|28,28,ζωγραφίᾳ,ζωγραφία,n-s---fd-
Leuven|0032-002|290|29,29,Ζεῦξιν,Ζεῦξις,n-s---ma-
Leuven|0032-002|290|30,30,.,.,u--------
"""""",31,[1],"""""",""""""
"""""",32,[2],"""""",""""""
"""""",33,[3],"""""",""""""
"""""",34,[4],"""""",""""""
