@ref,@id,@form,@lemma,@postag
Leuven|0032-002|1283|1,1,οὐκ,οὐ,d--------
Leuven|0032-002|1283|2,2,οἶσθ’,οἶδα,v2sria---
Leuven|0032-002|1283|3,3,ὅτι,ὅτι,c--------
Leuven|0032-002|1283|4,4,πρὸς,πρός,r--------
Leuven|0032-002|1283|5,5,ταὐτὰ,ταὐτός,a-p---na-
Leuven|0032-002|1283|6,6,πάντα,πᾶς,a-p---nn-
Leuven|0032-002|1283|7,7,καλά,καλός,a-p---nn_
Leuven|0032-002|1283|8,8,τε,τε,c--------
Leuven|0032-002|1283|9,9,κἀγαθά,ἀγαθός,a-p---nn-
Leuven|0032-002|1283|10,10,ἐστι,εἰμί,v3spia---
Leuven|0032-002|1283|11,11,;,;,u--------
Leuven|0032-002|1283|12,12,ἐστι,εἰμί,v3spia---
Leuven|0032-002|1283|13,13,;,;,u--------
