@ref,@id,@form,@lemma,@postag
Leuven|0032-002|299|1,1,τὸ,ὁ,l-s---nn-
Leuven|0032-002|299|2,2,δὲ,δέ,d--------
Leuven|0032-002|299|3,3,τὴν,ὁ,l-s---fa-
Leuven|0032-002|299|4,4,ἀκοὴν,ἀκοή,n-s---fa-
Leuven|0032-002|299|5,5,δέχεσθαι,δέχομαι,v--pne---
Leuven|0032-002|299|6,6,μὲν,μέν,d--------
Leuven|0032-002|299|7,7,πάσας,πᾶς,a-p---fa-
Leuven|0032-002|299|8,8,φωνάς,φωνή,n-p---fa-
Leuven|0032-002|299|9,9,",",",",u--------
Leuven|0032-002|299|10,10,ἐμπίμπλασθαι,ἐμπίπλημι,v--pne---
Leuven|0032-002|299|11,11,δὲ,δέ,d--------
Leuven|0032-002|299|12,12,μήποτε,μήποτε,d--------
Leuven|0032-002|299|13,13,·,·,u--------
"""""",14,[0],"""""",""""""
