@ref,@id,@form,@lemma,@postag
Leuven|0032-002|56|1,1,ἀλλ’,ἀλλά,c--------
Leuven|0032-002|56|2,2,ἔπαυσε,παύω,v3saia---
Leuven|0032-002|56|3,3,μὲν,μέν,d--------
Leuven|0032-002|56|4,4,τούτων,οὗτος,p-p---ng-
Leuven|0032-002|56|5,5,πολλοὺς,πολύς,a-p---ma-
Leuven|0032-002|56|6,6,ἀρετῆς,ἀρετή,n-s---fg-
Leuven|0032-002|56|7,7,ποιήσας,ποιέω,v-sapamn-
Leuven|0032-002|56|8,8,ἐπιθυμεῖν,ἐπιθυμέω,v--pna---
Leuven|0032-002|56|9,9,καὶ,καί,c--------
Leuven|0032-002|56|10,10,ἐλπίδας,ἐλπίς,n-p---fa-
Leuven|0032-002|56|11,11,παρασχών,παρέχω,v-sapamn-
Leuven|0032-002|56|12,12,",",",",u--------
Leuven|0032-002|56|13,13,ἂν,ἄν2,c--------
Leuven|0032-002|56|14,14,ἑαυτῶν,ἑαυτοῦ,p-p---mg-
Leuven|0032-002|56|15,15,ἐπιμελῶνται,ἐπιμελέομαι,v3ppse---
Leuven|0032-002|56|16,16,",",",",u--------
Leuven|0032-002|56|17,17,καλοὺς,καλός,a-p---ma-
Leuven|0032-002|56|18,18,κἀγαθοὺς,ἀγαθός,a-p---ma-
Leuven|0032-002|56|19,19,ἔσεσθαι,εἰμί,v--fnm---
Leuven|0032-002|56|20,20,·,·,u--------
Leuven|0032-002|56|21,21,·,·,u--------
"""""",22,[0],"""""",""""""
