@ref,@id,@form,@lemma,@postag
Leuven|0032-002|205|1,1,ἔφη,φημί,v3siia---
Leuven|0032-002|205|2,2,δ’,δέ,d--------
Leuven|0032-002|205|3,3,αὐτὸν,αὐτός,p-s---ma-
Leuven|0032-002|205|4,4,ὁ,ὁ,l-s---mn-
Leuven|0032-002|205|5,5,κατήγορος,κατήγορος,n-s---mn-
Leuven|0032-002|205|6,6,καὶ,καί,c--------
Leuven|0032-002|205|7,7,τῶν,ὁ,l-p---mg-
Leuven|0032-002|205|8,8,ἐνδοξοτάτων,ἔνδοξος,a-p---mgs
Leuven|0032-002|205|9,9,ποιητῶν,ποιητής,n-p---mg-
Leuven|0032-002|205|10,10,ἐκλεγόμενον,ἐκλέγω,v-sppema-
Leuven|0032-002|205|11,11,τὰ,ὁ,l-p---na-
Leuven|0032-002|205|12,12,πονηρότατα,πονηρός,a-p---nas
Leuven|0032-002|205|13,13,καὶ,καί,c--------
Leuven|0032-002|205|14,14,τούτοις,οὗτος,p-p---nd-
Leuven|0032-002|205|15,15,μαρτυρίοις,μαρτύριον,n-p---nd-
Leuven|0032-002|205|16,16,χρώμενον,χράω,v-sppema-
Leuven|0032-002|205|17,17,διδάσκειν,διδάσκω,v--pna---
Leuven|0032-002|205|18,18,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|205|19,19,συνόντας,σύνειμι,v-pppama-
Leuven|0032-002|205|20,20,κακούργους,κακοῦργος,a-p---ma-
Leuven|0032-002|205|21,21,τε,τε,c--------
Leuven|0032-002|205|22,22,εἶναι,εἰμί,v--pna---
Leuven|0032-002|205|23,23,καὶ,καί,c--------
Leuven|0032-002|205|24,24,τυραννικούς,τυραννικός,a-p---ma-
Leuven|0032-002|205|25,25,",",",",u--------
Leuven|0032-002|205|26,26,Ἡσιόδου,Ἡσίοδος,n-s---mg-
Leuven|0032-002|205|27,27,μὲν,μέν,d--------
Leuven|0032-002|205|28,28,τὸ,ὁ,l-s---na-
Leuven|0032-002|205|29,29,ἔργον,ἔργον,n-s---nn-
Leuven|0032-002|205|30,30,δ’,δέ,d--------
Leuven|0032-002|205|31,31,οὐδὲν,οὐδείς,p-s---nn-
Leuven|0032-002|205|32,32,ὄνειδος,ὄνειδος,n-s---nn-
Leuven|0032-002|205|33,33,",",",",u--------
Leuven|0032-002|205|34,34,ἀεργίη,ἀεργία,n-s---fn-
Leuven|0032-002|205|35,35,δέ,δέ,d--------
Leuven|0032-002|205|36,36,τ’,τε,c--------
Leuven|0032-002|205|37,37,ὄνειδος,ὄνειδος,n-s---nn-
Leuven|0032-002|205|38,38,·,·,u--------
Leuven|0032-002|205|39,39,[0],"""""",""""""
"""""",40,[1],"""""",""""""
"""""",41,[2],"""""",""""""
