@ref,@id,@form,@lemma,@postag
Leuven|0032-002|165|1,1,ἀλλ’,ἀλλά,c--------
Leuven|0032-002|165|2,2,οὐδέν,οὐδείς,p-s---na-
Leuven|0032-002|165|3,3,τι,τις,p-s---na-
Leuven|0032-002|165|4,4,χαλεποῦ,χαλεπός,a-s---ng-
Leuven|0032-002|165|5,5,πράγματος,πρᾶγμα,n-s---ng-
Leuven|0032-002|165|6,6,ἐπιθυμεῖς,ἐπιθυμέω,v2spia---
Leuven|0032-002|165|7,7,",",",",u--------
Leuven|0032-002|165|8,8,ὦ,ὦ,i--------
Leuven|0032-002|165|9,9,Ἀλκιβιάδη,Ἀλκιβιάδης,n-s---mv-
Leuven|0032-002|165|10,10,",",",",u--------
Leuven|0032-002|165|11,11,φάναι,φημί,v--pna---
Leuven|0032-002|165|12,12,τὸν,ὁ,l-s---ma-
Leuven|0032-002|165|13,13,Περικλέα,Περικλῆς,n-s---ma-
Leuven|0032-002|165|14,14,",",",",u--------
Leuven|0032-002|165|15,15,βουλόμενος,βούλομαι,v-sppemn-
Leuven|0032-002|165|16,16,γνῶναι,γιγνώσκω,v--ana---
Leuven|0032-002|165|17,17,τί,τίς,p-s---nn-
Leuven|0032-002|165|18,18,ἐστι,εἰμί,v3spia---
Leuven|0032-002|165|19,19,νόμος,νόμος,n-s---mn-
Leuven|0032-002|165|20,20,·,·,u--------
"""""",21,[0],"""""",""""""
