@ref,@id,@form,@lemma,@postag
Leuven|0032-002|85|1,1,ταῦτα,οὗτος,p-p---na-
Leuven|0032-002|85|2,2,δὲ,δέ,b--------
Leuven|0032-002|85|3,3,ὁρῶντε,ὁράω,v-dppama_
Leuven|0032-002|85|4,4,καὶ,καί,b--------
Leuven|0032-002|85|5,5,ὄντε,εἰμί,v-dppama_
Leuven|0032-002|85|6,6,οἵω,οἷος,p-s---mg-
Leuven|0032-002|85|7,7,προείρησθον,προλέγω,v3drie---
Leuven|0032-002|85|8,8,",",",",u--------
Leuven|0032-002|85|9,9,πότερόν,πότερον,d--------
Leuven|0032-002|85|10,10,τις,τις,p-s---cn-
Leuven|0032-002|85|11,11,αὐτὼ,αὐτός,p-d---nn-
Leuven|0032-002|85|12,12,φῇ,φημί,v3spsa---
Leuven|0032-002|85|13,13,τοῦ,ὁ,l-s---mg-
Leuven|0032-002|85|14,14,βίου,βίος,n-s---mg-
Leuven|0032-002|85|15,15,τοῦ,ὁ,l-s---mg-
Leuven|0032-002|85|16,16,Σωκράτους,Σωκράτης,n-s---mg-
Leuven|0032-002|85|17,17,ἐπιθυμήσαντε,ἐπιθυμέω,v-dapama_
Leuven|0032-002|85|18,18,καὶ,καί,b--------
Leuven|0032-002|85|19,19,τῆς,ὁ,l-s---fg-
Leuven|0032-002|85|20,20,σωφροσύνης,σωφροσύνη,n-s---fg-
Leuven|0032-002|85|21,21,",",",",u--------
Leuven|0032-002|85|22,22,ἣν,ὅς,p-s---fa-
Leuven|0032-002|85|23,23,ἐκεῖνος,ἐκεῖνος,p-s---mn-
Leuven|0032-002|85|24,24,εἶχεν,ἔχω,v3siia---
Leuven|0032-002|85|25,25,",",",",u--------
Leuven|0032-002|85|26,26,ὀρέξασθαι,ὀρέγω,v--anm---
Leuven|0032-002|85|27,27,τῆς,ὁ,l-s---fg-
Leuven|0032-002|85|28,28,ὁμιλίας,ὁμιλία,n-s---fg-
Leuven|0032-002|85|29,29,αὐτοῦ,αὐτός,p-s---mg-
Leuven|0032-002|85|30,30,",",",",u--------
Leuven|0032-002|85|31,31,ἢ,ἤ,c--------
Leuven|0032-002|85|32,32,νομίσαντε,νομίζω,v-dapama_
Leuven|0032-002|85|33,33,",",",",u--------
Leuven|0032-002|85|34,34,εἰ,εἰ,c--------
Leuven|0032-002|85|35,35,ὁμιλησαίτην,ὁμιλέω,v3daoa---
Leuven|0032-002|85|36,36,ἐκείνῳ,ἐκεῖνος,p-s---md-
Leuven|0032-002|85|37,37,",",",",u--------
Leuven|0032-002|85|38,38,γενέσθαι,γίγνομαι,v--anm---
Leuven|0032-002|85|39,39,ἂν,ἄν,d--------
Leuven|0032-002|85|40,40,ἱκανωτάτω,ἱκανός,a-s---mgs
Leuven|0032-002|85|41,41,λέγειν,λέγω,v--pna---
Leuven|0032-002|85|42,42,τε,τε,c--------
Leuven|0032-002|85|43,43,καὶ,καί,b--------
Leuven|0032-002|85|44,44,πράττειν,πράσσω,v--pna---
Leuven|0032-002|85|45,45,;,;,u--------
"""""",46,[0],"""""",""""""
