@ref,@id,@form,@lemma,@postag
Leuven|0032-002|98|1,1,δι’,διά,r--------
Leuven|0032-002|98|2,2,ὃ,ὅς,p-s---na-
Leuven|0032-002|98|3,3,καὶ,καί,d--------
Leuven|0032-002|98|4,4,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|98|5,5,υἱεῖς,υἱός,n-p---ma-
Leuven|0032-002|98|6,6,οἱ,ὁ,l-p---mn-
Leuven|0032-002|98|7,7,πατέρες,πατήρ,n-p---mn-
Leuven|0032-002|98|8,8,",",",",u--------
Leuven|0032-002|98|9,9,κἂν,κἄν,c--------
Leuven|0032-002|98|10,10,ὦσι,εἰμί,v3ppsa---
Leuven|0032-002|98|11,11,σώφρονες,σώφρων,a-p---mn-
Leuven|0032-002|98|12,12,",",",",u--------
Leuven|0032-002|98|13,13,ὅμως,ὅμως,d--------
Leuven|0032-002|98|14,14,ἀπὸ,ἀπό,r--------
Leuven|0032-002|98|15,15,τῶν,ὁ,l-p---mg-
Leuven|0032-002|98|16,16,πονηρῶν,πονηρός,a-p---mg-
Leuven|0032-002|98|17,17,ἀνθρώπων,ἄνθρωπος,n-p---mg-
Leuven|0032-002|98|18,18,εἴργουσιν,ἔργω,v3ppia---
Leuven|0032-002|98|19,19,",",",",u--------
Leuven|0032-002|98|20,20,ὡς,ὡς,c--------
Leuven|0032-002|98|21,21,τὴν,ὁ,l-s---fa-
Leuven|0032-002|98|22,22,μὲν,μέν,d--------
Leuven|0032-002|98|23,23,τῶν,ὁ,l-p---mg-
Leuven|0032-002|98|24,24,χρηστῶν,χρηστός,a-p---mg-
Leuven|0032-002|98|25,25,ὁμιλίαν,ὁμιλία,n-s---fa-
Leuven|0032-002|98|26,26,ἄσκησιν,ἄσκησις,n-s---fa-
Leuven|0032-002|98|27,27,οὖσαν,εἰμί,v-sppafa-
Leuven|0032-002|98|28,28,τῆς,ὁ,l-s---fg-
Leuven|0032-002|98|29,29,ἀρετῆς,ἀρετή,n-s---fg-
Leuven|0032-002|98|30,30,",",",",u--------
Leuven|0032-002|98|31,31,τὴν,ὁ,l-s---fa-
Leuven|0032-002|98|32,32,δὲ,δέ,d--------
Leuven|0032-002|98|33,33,τῶν,ὁ,l-p---mg-
Leuven|0032-002|98|34,34,πονηρῶν,πονηρός,a-p---mg-
Leuven|0032-002|98|35,35,κατάλυσιν,κατάλυσις,n-s---fa-
Leuven|0032-002|98|36,36,.,.,u--------
"""""",37,[0],"""""",""""""
"""""",38,[1],"""""",""""""
