@ref,@id,@form,@lemma,@postag
Leuven|0032-002|167|1,1,πότερον,πότερον,d--------
Leuven|0032-002|167|2,2,δὲ,δέ,d--------
Leuven|0032-002|167|3,3,τἀγαθὰ,ἀγαθός,a-p---na-
Leuven|0032-002|167|4,4,νομίσαν,νομίζω,v-sapann-
Leuven|0032-002|167|5,5,δεῖν,δέω,v--pna---
Leuven|0032-002|167|6,6,ποιεῖν,ποιέω,v--pna---
Leuven|0032-002|167|7,7,ἢ,ἤ1,c--------
Leuven|0032-002|167|8,8,τὰ,ὁ,l-p---na-
Leuven|0032-002|167|9,9,κακά,κακός,a-p---na-
Leuven|0032-002|167|10,10,;,κακός,a-p---na-
Leuven|0032-002|167|11,11,;,;,u--------
Leuven|0032-002|167|12,12,[0],"""""",""""""
Leuven|0032-002|167|13,13,[1],"""""",""""""
"""""",14,[2],"""""",""""""
