@ref,@id,@form,@lemma,@postag
Leuven|0032-002|94|1,1,ἴσως,ἴσως,d--------
Leuven|0032-002|94|2,2,οὖν,οὖν,d--------
Leuven|0032-002|94|3,3,εἴποιεν,λέγω,v3paoa---
Leuven|0032-002|94|4,4,ἂν,ἄν,d--------
Leuven|0032-002|94|5,5,πολλοὶ,πολύς,a-p---mn-
Leuven|0032-002|94|6,6,τῶν,ὁ,l-p---mg-
Leuven|0032-002|94|7,7,φασκόντων,φάσκω,v-pppamg-
Leuven|0032-002|94|8,8,φιλοσοφεῖν,φιλοσοφέω,v--pna---
Leuven|0032-002|94|9,9,ὅτι,ὅτι,c--------
Leuven|0032-002|94|10,10,οὐκ,οὐ,d--------
Leuven|0032-002|94|11,11,ἄν,ἄν,d--------
Leuven|0032-002|94|12,12,ποτε,ποτέ,d--------
Leuven|0032-002|94|13,13,ὁ,ὁ,l-s---mn-
Leuven|0032-002|94|14,14,δίκαιος,δίκαιος,a-s---mn-
Leuven|0032-002|94|15,15,ἄδικος,ἄδικος,a-s---mn-
Leuven|0032-002|94|16,16,γένοιτο,γίγνομαι,v3saom---
Leuven|0032-002|94|17,17,",",",",u--------
Leuven|0032-002|94|18,18,οὐδὲ,οὐδέ,c--------
Leuven|0032-002|94|19,19,ὁ,ὁ,l-s---mn-
Leuven|0032-002|94|20,20,σώφρων,σώφρων,a-s---mn-
Leuven|0032-002|94|21,21,ὑβριστής,ὑβριστής,n-s---mn-
Leuven|0032-002|94|22,22,",",",",u--------
Leuven|0032-002|94|23,23,οὐδὲ,οὐδέ,c--------
Leuven|0032-002|94|24,24,ἄλλο,ἄλλος,p-s---na-
Leuven|0032-002|94|25,25,οὐδὲν,οὐδείς,p-s---na-
Leuven|0032-002|94|26,26,ὧν,ὅς,p-p---ng-
Leuven|0032-002|94|27,27,μάθησίς,μάθησις,n-s---fn-
Leuven|0032-002|94|28,28,ἐστιν,εἰμί,v3spia---
Leuven|0032-002|94|29,29,ὁ,ὁ,l-s---mn-
Leuven|0032-002|94|30,30,μαθὼν,μανθάνω,v-sapamn-
Leuven|0032-002|94|31,31,ἀνεπιστήμων,ἀνεπιστήμων,a-s---mn-
Leuven|0032-002|94|32,32,ἄν,ἄν,d--------
Leuven|0032-002|94|33,33,ποτε,ποτέ,d--------
Leuven|0032-002|94|34,34,γένοιτο,γίγνομαι,v3saom---
Leuven|0032-002|94|35,35,.,.,u--------
"""""",36,[0],"""""",""""""
