@ref,@id,@form,@lemma,@postag
Leuven|0032-002|270|1,1,ἆρ’,ἆρα,d--------
Leuven|0032-002|270|2,2,οὐκ,οὐ,d--------
Leuven|0032-002|270|3,3,ἂν,ἄν,d--------
Leuven|0032-002|270|4,4,αὐτίκα,αὐτίκα,d--------
Leuven|0032-002|270|5,5,μάλα,μάλα,d--------
Leuven|0032-002|270|6,6,δοῦλος,δοῦλος,n-s---mn-
Leuven|0032-002|270|7,7,μὲν,μέν,d--------
Leuven|0032-002|270|8,8,εἶναι,εἰμί,v--pna---
Leuven|0032-002|270|9,9,ἀντ’,ἀντί,r--------
Leuven|0032-002|270|10,10,ἐλευθέρου,ἐλεύθερος,a-s---mg-
Leuven|0032-002|270|11,11,",",",",u--------
Leuven|0032-002|270|12,12,πολλὰ,πολύς,a-p---na-
Leuven|0032-002|270|13,13,δὲ,δέ,d--------
Leuven|0032-002|270|14,14,δαπανᾶν,δαπανάω,v--pna---
Leuven|0032-002|270|15,15,εἰς,εἰς,r--------
Leuven|0032-002|270|16,16,βλαβερὰς,βλαβερός,a-p---fa-
Leuven|0032-002|270|17,17,ἡδονάς,ἡδονή,n-p---fa-
Leuven|0032-002|270|18,18,",",",",u--------
Leuven|0032-002|270|19,19,πολλὴν,πολύς,a-s---fa-
Leuven|0032-002|270|20,20,δὲ,δέ,d--------
Leuven|0032-002|270|21,21,ἀσχολίαν,ἀσχολία,n-s---fa-
Leuven|0032-002|270|22,22,ἔχειν,ἔχω,v--pna---
Leuven|0032-002|270|23,23,τοῦ,ὁ,l-s---ng-
Leuven|0032-002|270|24,24,ἐπιμεληθῆναί,ἐπιμελέομαι,v--anp---
Leuven|0032-002|270|25,25,τινος,τις,p-s---ng-
Leuven|0032-002|270|26,26,καλοῦ,καλός,a-s---ng-
Leuven|0032-002|270|27,27,κἀγαθοῦ,ἀγαθός,a-s---ng_
Leuven|0032-002|270|28,28,",",",",u--------
Leuven|0032-002|270|29,29,σπουδάζειν,σπουδάζω,v--pna---
Leuven|0032-002|270|30,30,δ’,δέ,d--------
Leuven|0032-002|270|31,31,ἀναγκασθῆναι,ἀναγκάζω,v--anp---
Leuven|0032-002|270|32,32,ἐφ’,ἐπί,r--------
Leuven|0032-002|270|33,33,οἷς,ὅς,p-p---nd-
Leuven|0032-002|270|34,34,οὐδ’,οὐδέ,d--------
Leuven|0032-002|270|35,35,ἂν,ἄν,d--------
Leuven|0032-002|270|36,36,μαινόμενος,μαίνομαι,v-sppemn-
Leuven|0032-002|270|37,37,σπουδάσειεν,μαίνομαι,v-sppemn-
Leuven|0032-002|270|38,38,;,;,u--------
Leuven|0032-002|270|39,39,;,;,u--------
Leuven|0032-002|270|40,40,[0],"""""",""""""
"""""",41,[1],"""""",""""""
