@ref,@id,@form,@lemma,@postag
Leuven|0032-002|166|1,1,πάντες,πᾶς,a-p---mn-
Leuven|0032-002|166|2,2,γὰρ,γάρ,d--------
Leuven|0032-002|166|3,3,οὗτοι,οὗτος,p-p---mn-
Leuven|0032-002|166|4,4,νόμοι,νόμος,n-p---mn-
Leuven|0032-002|166|5,5,εἰσίν,εἰμί,v3ppia---
Leuven|0032-002|166|6,6,",",",",u--------
Leuven|0032-002|166|7,7,οὓς,ὅς,p-p---ma-
Leuven|0032-002|166|8,8,τὸ,ὁ,l-s---nn-
Leuven|0032-002|166|9,9,πλῆθος,πλῆθος,n-s---nn-
Leuven|0032-002|166|10,10,συνελθὸν,συνέρχομαι,v-sapann-
Leuven|0032-002|166|11,11,καὶ,καί,c--------
Leuven|0032-002|166|12,12,δοκιμάσαν,δοκιμάζω,v-sapann-
Leuven|0032-002|166|13,13,ἔγραψε,γράφω,v3saia---
Leuven|0032-002|166|14,14,",",",",u--------
Leuven|0032-002|166|15,15,φράζον,φράζω,v-sppann-
Leuven|0032-002|166|16,16,ἅ,ὅς,p-p---na-
Leuven|0032-002|166|17,17,τε,τε,c--------
Leuven|0032-002|166|18,18,δεῖ,δέω,v3spia---
Leuven|0032-002|166|19,19,ποιεῖν,ποιέω,v--pna---
Leuven|0032-002|166|20,20,καὶ,καί,c--------
Leuven|0032-002|166|21,21,ἃ,ὅς,p-p---na-
Leuven|0032-002|166|22,22,μή,μή,d--------
Leuven|0032-002|166|23,23,.,.,u--------
Leuven|0032-002|166|24,24,[0],"""""",""""""
"""""",25,[1],"""""",""""""
