@ref,@id,@form,@lemma,@postag
Leuven|0032-002|241|1,1,πολλάκις,πολλάκις,d--------
Leuven|0032-002|241|2,2,γὰρ,γάρ,d--------
Leuven|0032-002|241|3,3,ἂν,ἄν,d--------
Leuven|0032-002|241|4,4,αὐτοῖς,αὐτός,p-p---md-
Leuven|0032-002|241|5,5,τὰ,ὁ,l-p---na-
Leuven|0032-002|241|6,6,παρὰ,παρά,r--------
Leuven|0032-002|241|7,7,τῶν,ὁ,l-p---mg-
Leuven|0032-002|241|8,8,πονηρῶν,πονηρός,a-p---mg-
Leuven|0032-002|241|9,9,μᾶλλον,μάλα,d-------c
Leuven|0032-002|241|10,10,ἢ,ἤ,c--------
Leuven|0032-002|241|11,11,τὰ,ὁ,l-p---nn-
Leuven|0032-002|241|12,12,παρὰ,παρά,r--------
Leuven|0032-002|241|13,13,τῶν,ὁ,l-p---mg-
Leuven|0032-002|241|14,14,χρηστῶν,χρηστός,a-p---mg-
Leuven|0032-002|241|15,15,εἶναι,εἰμί,v--pna---
Leuven|0032-002|241|16,16,κεχαρισμένα,χαρίζω,v-prpena-
Leuven|0032-002|241|17,17,·,·,u--------
Leuven|0032-002|241|18,18,[0],"""""",""""""
"""""",19,[1],"""""",""""""
