@ref,@id,@form,@lemma,@postag
Leuven|0032-002|43|1,1,ἐσκόπει,σκοπέω,v3siia---
Leuven|0032-002|43|2,2,δὲ,δέ,d--------
Leuven|0032-002|43|3,3,περὶ,περί,r--------
Leuven|0032-002|43|4,4,αὐτῶν,αὐτός,p-p---ng-
Leuven|0032-002|43|5,5,καὶ,καί,d--------
Leuven|0032-002|43|6,6,τάδε,ὅδε,p-p---na-
Leuven|0032-002|43|7,7,",",",",u--------
Leuven|0032-002|43|8,8,ἆρ’,ἆρα,d--------
Leuven|0032-002|43|9,9,",",",",u--------
Leuven|0032-002|43|10,10,ὥσπερ,ὥσπερ,c--------
Leuven|0032-002|43|11,11,οἱ,ὁ,l-p---mn-
Leuven|0032-002|43|12,12,τἀνθρώπεια,ἀνθρώπειος,a-p---nn-
Leuven|0032-002|43|13,13,μανθάνοντες,μανθάνω,v-pppamn-
Leuven|0032-002|43|14,14,ἡγοῦνται,ἡγέομαι,v3ppie---
Leuven|0032-002|43|15,15,τοῦθ’,οὗτος,p-s---na-
Leuven|0032-002|43|16,16,ὅ,ὅς,p-s---na-
Leuven|0032-002|43|17,17,τι,τις,p-s---na-
Leuven|0032-002|43|18,18,ἂν,ἄν,d--------
Leuven|0032-002|43|19,19,μάθωσιν,μανθάνω,v3pasa---
Leuven|0032-002|43|20,20,ἑαυτοῖς,ἑαυτοῦ,p-p---md-
Leuven|0032-002|43|21,21,τε,τε,c--------
Leuven|0032-002|43|22,22,καὶ,καί,c--------
Leuven|0032-002|43|23,23,τῶν,ὁ,l-p---mg-
Leuven|0032-002|43|24,24,ἄλλων,ἄλλος,p-p---mg-
Leuven|0032-002|43|25,25,ὅτῳ,ὅστις,p-s---md-
Leuven|0032-002|43|26,26,ἂν,ἄν,d--------
Leuven|0032-002|43|27,27,βούλωνται,βούλομαι,v3ppse---
Leuven|0032-002|43|28,28,ποιήσειν,ποιέω,v--fna---
Leuven|0032-002|43|29,29,",",",",u--------
Leuven|0032-002|43|30,30,οὕτω,οὕτως,d--------
Leuven|0032-002|43|31,31,καὶ,καί,d--------
Leuven|0032-002|43|32,32,οἱ,ὁ,l-p---mn-
Leuven|0032-002|43|33,33,τὰ,ὁ,l-p---nn-
Leuven|0032-002|43|34,34,θεῖα,θεῖος1,a-p---na-
Leuven|0032-002|43|35,35,ζητοῦντες,ζητέω,v-pppamn-
Leuven|0032-002|43|36,36,νομίζουσιν,ζητέω,v-pppamn-
Leuven|0032-002|43|37,37,",",",",u--------
Leuven|0032-002|43|38,38,ἐπειδὰν,ἐπειδάν,c--------
Leuven|0032-002|43|39,39,γνῶσιν,γιγνώσκω,v3pasa---
Leuven|0032-002|43|40,40,αἷς,ὅς,p-p---fd-
Leuven|0032-002|43|41,41,ἀνάγκαις,ἀνάγκη,n-p---fd-
Leuven|0032-002|43|42,42,ἕκαστα,ἕκαστος,a-p---nn-
Leuven|0032-002|43|43,43,γίγνεται,γίγνομαι,v3spie---
Leuven|0032-002|43|44,44,",",",",u--------
Leuven|0032-002|43|45,45,ποιήσειν,ποιέω,v--fna---
Leuven|0032-002|43|46,46,",",",",u--------
Leuven|0032-002|43|47,47,ὅταν,ὅταν,c--------
Leuven|0032-002|43|48,48,βούλωνται,βούλομαι,v3ppse---
Leuven|0032-002|43|49,49,",",",",u--------
Leuven|0032-002|43|50,50,καὶ,καί,c--------
Leuven|0032-002|43|51,51,ἀνέμους,ἄνεμος,n-p---ma-
Leuven|0032-002|43|52,52,καὶ,καί,c--------
Leuven|0032-002|43|53,53,ὕδατα,ὕδωρ,n-p---na-
Leuven|0032-002|43|54,54,καὶ,καί,c--------
Leuven|0032-002|43|55,55,ὥρας,ὥρα,n-p---fa-
Leuven|0032-002|43|56,56,καὶ,καί,c--------
Leuven|0032-002|43|57,57,ὅτου,ὅστις,p-s---ng-
Leuven|0032-002|43|58,58,ἂν,ἄν,d--------
Leuven|0032-002|43|59,59,ἄλλου,ἄλλος,p-s---ng-
Leuven|0032-002|43|60,60,δέωνται,δέω,v3ppse---
Leuven|0032-002|43|61,61,τῶν,ὁ,l-p---ng-
Leuven|0032-002|43|62,62,τοιούτων,τοιοῦτος,p-p---ng-
Leuven|0032-002|43|63,63,",",",",u--------
Leuven|0032-002|43|64,64,ἢ,ἤ1,c--------
Leuven|0032-002|43|65,65,τοιοῦτον,τοιοῦτος,p-s---na-
Leuven|0032-002|43|66,66,μὲν,μέν,d--------
Leuven|0032-002|43|67,67,οὐδὲν,οὐδείς,p-s---na-
Leuven|0032-002|43|68,68,οὐδ’,οὐδέ,d--------
Leuven|0032-002|43|69,69,ἐλπίζουσιν,ἐλπίζω,v3ppia---
Leuven|0032-002|43|70,70,",",",",u--------
Leuven|0032-002|43|71,71,ἀρκεῖ,ἀρκέω,v3spia---
Leuven|0032-002|43|72,72,δ’,δέ,d--------
Leuven|0032-002|43|73,73,αὐτοῖς,αὐτός,p-p---md-
Leuven|0032-002|43|74,74,γνῶναι,γιγνώσκω,v--ana---
Leuven|0032-002|43|75,75,μόνον,μόνος,a-s---na-
Leuven|0032-002|43|76,76,ᾗ,ᾗ,d--------
Leuven|0032-002|43|77,77,τῶν,ὁ,l-p---ng-
Leuven|0032-002|43|78,78,τοιούτων,τοιοῦτος,p-p---ng-
Leuven|0032-002|43|79,79,ἕκαστα,ἕκαστος,a-p---nn-
Leuven|0032-002|43|80,80,γίγνεται,γίγνομαι,v3spie---
Leuven|0032-002|43|81,81,.,.,u--------
Leuven|0032-002|43|82,82,.,.,u--------
"""""",83,[0],"""""",""""""
