@ref,@id,@form,@lemma,@postag
Leuven|0032-002|442|1,1,οὐκοῦν,οὐκοῦν,d--------
Leuven|0032-002|442|2,2,καὶ,καί,d--------
Leuven|0032-002|442|3,3,ἄλλα,ἄλλος,p-p---na-
Leuven|0032-002|442|4,4,ὑπὸ,ὑπό,r--------
Leuven|0032-002|442|5,5,λαγνείας,λαγνεία,n-s---fg-
Leuven|0032-002|442|6,6,",",",",u--------
Leuven|0032-002|442|7,7,οἷον,οἷος,p-s---nn-
Leuven|0032-002|442|8,8,οἵ,ὁ,l-p---mn-
Leuven|0032-002|442|9,9,τε,τε,c--------
Leuven|0032-002|442|10,10,ὄρτυγες,ὄρτυξ,n-p---mn-
Leuven|0032-002|442|11,11,καὶ,καί,c--------
Leuven|0032-002|442|12,12,οἱ,ὁ,l-p---mn-
Leuven|0032-002|442|13,13,πέρδικες,πέρδιξ,n-p---mn-
Leuven|0032-002|442|14,14,",",",",u--------
Leuven|0032-002|442|15,15,πρὸς,πρός,r--------
Leuven|0032-002|442|16,16,τὴν,ὁ,l-s---fa-
Leuven|0032-002|442|17,17,τῆς,ὁ,l-s---fg-
Leuven|0032-002|442|18,18,θηλείας,θῆλυς,a-s---fg-
Leuven|0032-002|442|19,19,φωνὴν,φωνή,n-s---fa-
Leuven|0032-002|442|20,20,τῇ,ὁ,l-s---fd-
Leuven|0032-002|442|21,21,ἐπιθυμίᾳ,ἐπιθυμία,n-s---fd-
Leuven|0032-002|442|22,22,καὶ,καί,c--------
Leuven|0032-002|442|23,23,τῇ,ὁ,l-s---fd-
Leuven|0032-002|442|24,24,ἐλπίδι,ἐλπίς,n-s---fd-
Leuven|0032-002|442|25,25,τῶν,ὁ,l-p---ng-
Leuven|0032-002|442|26,26,ἀφροδισίων,Ἀφροδίσιος,a-p---ng-
Leuven|0032-002|442|27,27,φερόμενοι,φέρω,v-pppemn-
Leuven|0032-002|442|28,28,καὶ,καί,c--------
Leuven|0032-002|442|29,29,ἐξιστάμενοι,ἐξίστημι,v-pppemn-
Leuven|0032-002|442|30,30,τοῦ,ὁ,l-s---ng-
Leuven|0032-002|442|31,31,τὰ,ὁ,l-p---na-
Leuven|0032-002|442|32,32,δεινὰ,δεινός,a-p---na-
Leuven|0032-002|442|33,33,ἀναλογίζεσθαι,ἀναλογίζομαι,v--pne---
Leuven|0032-002|442|34,34,τοῖς,ὁ,l-p---nd-
Leuven|0032-002|442|35,35,θηράτροις,θήρατρον,n-p---nd-
Leuven|0032-002|442|36,36,ἐμπίπτουσι,ἐμπίπτω,v3ppia---
Leuven|0032-002|442|37,37,;,;,u--------
Leuven|0032-002|442|38,38,[0],,
