@ref,@id,@form,@lemma,@postag
Leuven|0032-002|28|1,1,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|28|2,2,δὲ,δέ,d--------
Leuven|0032-002|28|3,3,μηδὲν,μηδείς,p-s---na-
Leuven|0032-002|28|4,4,τῶν,ὁ,l-p---ng-
Leuven|0032-002|28|5,5,τοιούτων,τοιοῦτος,p-p---ng-
Leuven|0032-002|28|6,6,οἰομένους,οἴομαι,v-pppema-
Leuven|0032-002|28|7,7,εἶναι,εἰμί,v--pna---
Leuven|0032-002|28|8,8,δαιμόνιον,δαιμόνιον,n-s---na-
Leuven|0032-002|28|9,9,",",",",u--------
Leuven|0032-002|28|10,10,ἀλλὰ,ἀλλά,c--------
Leuven|0032-002|28|11,11,πάντα,πᾶς,a-p---na-
Leuven|0032-002|28|12,12,τῆς,ὁ,l-s---fg-
Leuven|0032-002|28|13,13,ἀνθρωπίνης,ἀνθρώπινος,a-s---fg-
Leuven|0032-002|28|14,14,γνώμης,γνώμη,n-s---fg-
Leuven|0032-002|28|15,15,",",",",u--------
Leuven|0032-002|28|16,16,δαιμονᾶν,δαιμονάω,v--pna---
Leuven|0032-002|28|17,17,ἔφη,φημί,v3siia---
Leuven|0032-002|28|18,18,·,·,u--------
"""""",19,[0],"""""",""""""
