@ref,@id,@form,@lemma,@postag
Leuven|0032-002|208|1,1,ἐκ,ἐκ,r--------
Leuven|0032-002|208|2,2,δὲ,δέ,d--------
Leuven|0032-002|208|3,3,τούτων,οὗτος,p-p---ng-
Leuven|0032-002|208|4,4,ὀρθῶς,ὀρθός,d--------
Leuven|0032-002|208|5,5,ἂν,ἄν,d--------
Leuven|0032-002|208|6,6,ἔχοι,ἔχω,v3spoa---
Leuven|0032-002|208|7,7,τὸ,ὁ,l-s---na-
Leuven|0032-002|208|8,8,ἔργον,ἔργον,n-s---nn-
Leuven|0032-002|208|9,9,δ’,δέ,b--------
Leuven|0032-002|208|10,10,οὐδὲν,οὐδείς,p-s---nn-
Leuven|0032-002|208|11,11,ὄνειδος,ὄνειδος,n-s---nn-
Leuven|0032-002|208|12,12,",",",",u--------
Leuven|0032-002|208|13,13,ἀεργίη,ἀεργία,n-s---fn-
Leuven|0032-002|208|14,14,δέ,δέ,d--------
Leuven|0032-002|208|15,15,τ’,τε,c--------
Leuven|0032-002|208|16,16,ὄνειδος,ὄνειδος,n-s---nn-
Leuven|0032-002|208|17,17,.,.,u--------
"""""",18,[1],"""""",""""""
"""""",19,[2],"""""",""""""
