@ref,@id,@form,@lemma,@postag
Leuven|0032-002|292|1,1,πολὺ,πολύς,a-s---na-
Leuven|0032-002|292|2,2,νὴ,νή,r--------
Leuven|0032-002|292|3,3,Δία,Ζεύς,n-s---ma-
Leuven|0032-002|292|4,4,οἱ,ὁ,l-p---mn-
Leuven|0032-002|292|5,5,ζῷα,ζῷον,n-p---na-
Leuven|0032-002|292|6,6,",",",",u--------
Leuven|0032-002|292|7,7,εἴπερ,εἴπερ,c--------
Leuven|0032-002|292|8,8,γε,γε,d--------
Leuven|0032-002|292|9,9,μὴ,μή,d--------
Leuven|0032-002|292|10,10,τύχῃ,τύχη,n-s---fd-
Leuven|0032-002|292|11,11,τινί,τις,p-s---cd-
Leuven|0032-002|292|12,12,",",",",u--------
Leuven|0032-002|292|13,13,ἀλλ’,ἀλλά,c--------
Leuven|0032-002|292|14,14,ὑπὸ,ὑπό,r--------
Leuven|0032-002|292|15,15,γνώμης,γνώμη,n-s---fg-
Leuven|0032-002|292|16,16,ταῦτα,οὗτος,p-p---nn-
Leuven|0032-002|292|17,17,γίγνεται,γίγνομαι,v3spie---
Leuven|0032-002|292|18,18,.,.,u--------
"""""",19,[0],"""""",""""""
"""""",20,[1],"""""",""""""
