@ref,@id,@form,@lemma,@postag
Leuven|0032-002|182|1,1,μάλα,μάλα,d--------
Leuven|0032-002|182|2,2,τοι,τοι,d--------
Leuven|0032-002|182|3,3,",",",",u--------
Leuven|0032-002|182|4,4,φάναι,φημί,v--pna---
Leuven|0032-002|182|5,5,τὸν,ὁ,l-s---ma-
Leuven|0032-002|182|6,6,Περικλέα,Περικλῆς,n-s---ma-
Leuven|0032-002|182|7,7,",",",",u--------
Leuven|0032-002|182|8,8,ὦ,ὦ,i--------
Leuven|0032-002|182|9,9,Ἀλκιβιάδη,Ἀλκιβιάδης,n-s---mv-
Leuven|0032-002|182|10,10,",",",",u--------
Leuven|0032-002|182|11,11,καὶ,καί,d--------
Leuven|0032-002|182|12,12,ἡμεῖς,ἐγώ,p1p---cn-
Leuven|0032-002|182|13,13,τηλικοῦτοι,τηλικοῦτος,p-p---mn-
Leuven|0032-002|182|14,14,ὄντως,ὄντως,d--------
Leuven|0032-002|182|15,15,δεινοὶ,δεινός,a-p---mn-
Leuven|0032-002|182|16,16,τὰ,ὁ,l-p---na-
Leuven|0032-002|182|17,17,τοιαῦτα,τοιοῦτος,p-p---na-
Leuven|0032-002|182|18,18,ἦμεν,εἰμί,v1piia---
Leuven|0032-002|182|19,19,·,·,u--------
"""""",20,[0],"""""",""""""
