@ref,@id,@form,@lemma,@postag
Leuven|0032-002|97|1,1,οὔτε,οὔτε,c--------
Leuven|0032-002|97|2,2,γὰρ,γάρ,d--------
Leuven|0032-002|97|3,3,ἃ,ὅς,p-p---na-
Leuven|0032-002|97|4,4,δεῖ,δέω,v3spia---
Leuven|0032-002|97|5,5,πράττειν,πράσσω,v--pna---
Leuven|0032-002|97|6,6,οὔτε,οὔτε,c--------
Leuven|0032-002|97|7,7,ὧν,ὅς,p-p---ng-
Leuven|0032-002|97|8,8,δεῖ,δέω,v3spia---
Leuven|0032-002|97|9,9,ἀπέχεσθαι,ἀπέχω,v--pne---
Leuven|0032-002|97|10,10,δύνανται,δύναμαι,v3ppie---
Leuven|0032-002|97|11,11,.,.,u--------
"""""",12,[0],"""""",""""""
"""""",13,[1],"""""",""""""
