@ref,@id,@form,@lemma,@postag
Leuven|0032-002|173|1,1,βία,βία,n-s---fn-
Leuven|0032-002|173|2,2,δέ,δέ,d--------
Leuven|0032-002|173|3,3,",",",",u--------
Leuven|0032-002|173|4,4,φάναι,φημί,v--pna---
Leuven|0032-002|173|5,5,",",",",u--------
Leuven|0032-002|173|6,6,καὶ,καί,c--------
Leuven|0032-002|173|7,7,ἀνομία,ἀνομία,n-s---fn-
Leuven|0032-002|173|8,8,τί,τίς,p-s---nn-
Leuven|0032-002|173|9,9,ἐστιν,εἰμί,v3spia---
Leuven|0032-002|173|10,10,",",",",u--------
Leuven|0032-002|173|11,11,ὦ,ὦ,i--------
Leuven|0032-002|173|12,12,Περίκλεις,Περικλῆς,n-s---mv-
Leuven|0032-002|173|13,13,;,;,u--------
"""""",14,[0],"""""",""""""
