@ref,@id,@form,@lemma,@postag
Leuven|0032-002|180|1,1,πάντα,πᾶς,a-p---nn-
Leuven|0032-002|180|2,2,μοι,ἐγώ,p1s---cd-
Leuven|0032-002|180|3,3,δοκεῖ,δοκέω,v3spia---
Leuven|0032-002|180|4,4,",",",",u--------
Leuven|0032-002|180|5,5,φάναι,φημί,v--pna---
Leuven|0032-002|180|6,6,τὸν,ὁ,l-s---ma-
Leuven|0032-002|180|7,7,Περικλέα,Περικλῆς,n-s---ma-
Leuven|0032-002|180|8,8,",",",",u--------
Leuven|0032-002|180|9,9,ὅσα,ὅσος,p-p---na-
Leuven|0032-002|180|10,10,τις,τις,p-s---cn-
Leuven|0032-002|180|11,11,μὴ,μή,d--------
Leuven|0032-002|180|12,12,πείσας,πείθω,v-sapamn-
Leuven|0032-002|180|13,13,ἀναγκάζει,ἀναγκάζω,v3spia---
Leuven|0032-002|180|14,14,τινὰ,τις,p-s---ca-
Leuven|0032-002|180|15,15,ποιεῖν,ποιέω,v--pna---
Leuven|0032-002|180|16,16,",",",",u--------
Leuven|0032-002|180|17,17,εἴτε,εἴτε,c--------
Leuven|0032-002|180|18,18,γράφων,γράφω,v-sppamn-
Leuven|0032-002|180|19,19,εἴτε,εἴτε,c--------
Leuven|0032-002|180|20,20,μή,μή,d--------
Leuven|0032-002|180|21,21,",",",",u--------
Leuven|0032-002|180|22,22,βία,βία,n-s---fn-
Leuven|0032-002|180|23,23,μᾶλλον,μάλα,d-------c
Leuven|0032-002|180|24,24,ἢ,ἤ,c--------
Leuven|0032-002|180|25,25,νόμος,νόμος,n-s---mn-
Leuven|0032-002|180|26,26,εἶναι,εἰμί,v--pna---
Leuven|0032-002|180|27,27,.,.,u--------
Leuven|0032-002|180|28,28,[0],"""""",""""""
Leuven|0032-002|180|29,29,[1],"""""",""""""
"""""",30,[2],"""""",""""""
