@ref,@id,@form,@lemma,@postag
Leuven|0032-002|161|1,1,εἰπέ,λέγω,v2sama---
Leuven|0032-002|161|2,2,μοι,ἐγώ,p1s---cd-
Leuven|0032-002|161|3,3,",",",",u--------
Leuven|0032-002|161|4,4,φάναι,φημί,v--pna---
Leuven|0032-002|161|5,5,",",",",u--------
Leuven|0032-002|161|6,6,ὦ,ὦ,i--------
Leuven|0032-002|161|7,7,Περίκλεις,Περικλῆς,n-s---mv-
Leuven|0032-002|161|8,8,",",",",u--------
Leuven|0032-002|161|9,9,ἔχοις,ἔχω,v2spoa---
Leuven|0032-002|161|10,10,ἄν,ἄν,d--------
Leuven|0032-002|161|11,11,με,ἐγώ,p1s---ca-
Leuven|0032-002|161|12,12,διδάξαι,διδάσκω,v--ana---
Leuven|0032-002|161|13,13,τί,τίς,p-s---nn-
Leuven|0032-002|161|14,14,ἐστι,εἰμί,v3spia---
Leuven|0032-002|161|15,15,νόμος,νόμος,n-s---mn-
Leuven|0032-002|161|16,16,;,;,u--------
"""""",17,[0],"""""",""""""
