@ref,@id,@form,@lemma,@postag
Leuven|0032-002|189|1,1,ἀλλὰ,ἀλλά,c--------
Leuven|0032-002|189|2,2,Κρίτων,Κρίτων,n-s---mn-
Leuven|0032-002|189|3,3,τε,τε,c--------
Leuven|0032-002|189|4,4,Σωκράτους,Σωκράτης,n-s---mg-
Leuven|0032-002|189|5,5,ἦν,εἰμί,v3siia---
Leuven|0032-002|189|6,6,ὁμιλητὴς,ὁμιλητής,n-s---mn-
Leuven|0032-002|189|7,7,καὶ,καί,c--------
Leuven|0032-002|189|8,8,Χαιρεφῶν,Χαιρεφῶν,n-s---mn-
Leuven|0032-002|189|9,9,καὶ,καί,c--------
Leuven|0032-002|189|10,10,Χαιρεκράτης,Χαιρεκράτης,n-s---mn-
Leuven|0032-002|189|11,11,καὶ,καί,c--------
Leuven|0032-002|189|12,12,Ἑρμογένης,Ἑρμογένης,n-s---mn-
Leuven|0032-002|189|13,13,καὶ,καί,c--------
Leuven|0032-002|189|14,14,Σιμμίας,Σιμμίας,n-s---mn-
Leuven|0032-002|189|15,15,καὶ,καί,c--------
Leuven|0032-002|189|16,16,Κέβης,Κέβης,n-s---mn-
Leuven|0032-002|189|17,17,καὶ,καί,c--------
Leuven|0032-002|189|18,18,Φαιδώνδας,Φαιδώνδας,n-s---mn-
Leuven|0032-002|189|19,19,καὶ,καί,c--------
Leuven|0032-002|189|20,20,ἄλλοι,ἄλλος,p-p---mn-
Leuven|0032-002|189|21,21,",",",",u--------
Leuven|0032-002|189|22,22,οἳ,ὅς,p-p---mn-
Leuven|0032-002|189|23,23,ἐκείνῳ,ἐκεῖνος,p-s---md-
Leuven|0032-002|189|24,24,συνῆσαν,σύνειμι,v3piia---
Leuven|0032-002|189|25,25,",",",",u--------
Leuven|0032-002|189|26,26,οὐχ,οὐ,d--------
Leuven|0032-002|189|27,27,ἵνα,ἵνα,c--------
Leuven|0032-002|189|28,28,δημηγορικοὶ,δημηγορικός,a-p---mn-
Leuven|0032-002|189|29,29,ἢ,ἤ1,c--------
Leuven|0032-002|189|30,30,δικανικοὶ,δικανικός,a-p---mn-
Leuven|0032-002|189|31,31,γένοιντο,γίγνομαι,v3paom---
Leuven|0032-002|189|32,32,",",",",u--------
Leuven|0032-002|189|33,33,ἀλλ’,ἀλλά,c--------
Leuven|0032-002|189|34,34,ἵνα,ἵνα,c--------
Leuven|0032-002|189|35,35,καλοί,καλός,a-p---mn-
Leuven|0032-002|189|36,36,τε,τε,c--------
Leuven|0032-002|189|37,37,κἀγαθοὶ,ἀγαθός,a-p---mn-
Leuven|0032-002|189|38,38,γενόμενοι,γίγνομαι,v-papmmn-
Leuven|0032-002|189|39,39,καὶ,καί,c--------
Leuven|0032-002|189|40,40,οἴκῳ,οἶκος,n-s---md-
Leuven|0032-002|189|41,41,καὶ,καί,c--------
Leuven|0032-002|189|42,42,οἰκέταις,οἰκέτης,n-p---md-
Leuven|0032-002|189|43,43,καὶ,καί,c--------
Leuven|0032-002|189|44,44,οἰκείοις,οἰκεῖος,a-p---md-
Leuven|0032-002|189|45,45,καὶ,καί,c--------
Leuven|0032-002|189|46,46,φίλοις,φίλος,a-p---md-
Leuven|0032-002|189|47,47,καὶ,καί,c--------
Leuven|0032-002|189|48,48,πόλει,πόλις,n-s---fd-
Leuven|0032-002|189|49,49,καὶ,καί,c--------
Leuven|0032-002|189|50,50,πολίταις,πολίτης,n-p---md-
Leuven|0032-002|189|51,51,δύναιντο,δύναμαι,v3ppoe---
Leuven|0032-002|189|52,52,καλῶς,καλός,d-------p
Leuven|0032-002|189|53,53,χρῆσθαι,χράω,v--pne---
Leuven|0032-002|189|54,54,.,.,u--------
Leuven|0032-002|189|55,55,.,.,u--------
"""""",56,[0],"""""",""""""
