@ref,@id,@form,@lemma,@postag
Leuven|0032-002|181|1,1,καὶ,καί,c--------
Leuven|0032-002|181|2,2,ὅσα,ὅσος,p-p---na-
Leuven|0032-002|181|3,3,ἄρα,ἄρα,d--------
Leuven|0032-002|181|4,4,τὸ,ὁ,l-s---nn-
Leuven|0032-002|181|5,5,πᾶν,πᾶς,a-s---nn-
Leuven|0032-002|181|6,6,πλῆθος,πλῆθος,n-s---nn-
Leuven|0032-002|181|7,7,κρατοῦν,κρατέω,v-sppann-
Leuven|0032-002|181|8,8,τῶν,ὁ,l-p---mg-
Leuven|0032-002|181|9,9,τὰ,ὁ,l-p---na-
Leuven|0032-002|181|10,10,χρήματα,χρῆμα,n-p---na-
Leuven|0032-002|181|11,11,ἐχόντων,ἔχω,v-pppamg-
Leuven|0032-002|181|12,12,γράφει,γράφω,v3spia---
Leuven|0032-002|181|13,13,μὴ,μή,d--------
Leuven|0032-002|181|14,14,πεῖσαν,πείθω,v-sapann-
Leuven|0032-002|181|15,15,",",",",u--------
Leuven|0032-002|181|16,16,βία,βία,n-s---fn-
Leuven|0032-002|181|17,17,μᾶλλον,μάλα,d-------c
Leuven|0032-002|181|18,18,ἢ,ἤ,c--------
Leuven|0032-002|181|19,19,νόμος,νόμος,n-s---mn-
Leuven|0032-002|181|20,20,ἂν,ἄν,d--------
Leuven|0032-002|181|21,21,εἴη,εἰμί,v3spoa---
Leuven|0032-002|181|22,22,;,;,u--------
"""""",23,[0],"""""",""""""
