@ref,@id,@form,@lemma,@postag
Leuven|0032-002|126|1,1,Κριτίαν,Κριτίας,n-s---ma-
Leuven|0032-002|126|2,2,μὲν,μέν,d--------
Leuven|0032-002|126|3,3,τοίνυν,τοίνυν,d--------
Leuven|0032-002|126|4,4,αἰσθανόμενος,αἰσθάνομαι,v-sppemn-
Leuven|0032-002|126|5,5,ἐρῶντα,ἐράω,v-sppama-
Leuven|0032-002|126|6,6,Εὐθυδήμου,Εὐθύδημος,n-s---mg-
Leuven|0032-002|126|7,7,καὶ,καί,c--------
Leuven|0032-002|126|8,8,πειρῶντα,πειράω,v-sppama-
Leuven|0032-002|126|9,9,χρῆσθαι,χράω,v--pne---
Leuven|0032-002|126|10,10,",",",",u--------
Leuven|0032-002|126|11,11,καθάπερ,καθά,c--------
Leuven|0032-002|126|12,12,οἱ,ὁ,l-p---mn-
Leuven|0032-002|126|13,13,πρὸς,πρός,r--------
Leuven|0032-002|126|14,14,τἀφροδίσια,Ἀφροδίσιος,a-p---na-
Leuven|0032-002|126|15,15,τῶν,ὁ,l-p---ng-
Leuven|0032-002|126|16,16,σωμάτων,σῶμα,n-p---ng-
Leuven|0032-002|126|17,17,ἀπολαύοντες,ἀπολαύω,v-pppamn-
Leuven|0032-002|126|18,18,",",",",u--------
Leuven|0032-002|126|19,19,ἀπέτρεπε,ἀποτρέπω,v3siia---
Leuven|0032-002|126|20,20,φάσκων,φάσκω,v-sppamn-
Leuven|0032-002|126|21,21,ἀνελεύθερόν,ἀνελεύθερος,a-s---na-
Leuven|0032-002|126|22,22,τε,τε,c--------
Leuven|0032-002|126|23,23,εἶναι,εἰμί,v--pna---
Leuven|0032-002|126|24,24,καὶ,καί,c--------
Leuven|0032-002|126|25,25,οὐ,οὐ,d--------
Leuven|0032-002|126|26,26,πρέπον,πρέπω,v-sppana-
Leuven|0032-002|126|27,27,ἀνδρὶ,ἀνήρ,n-s---md-
Leuven|0032-002|126|28,28,καλῷ,καλός,a-s---md-
Leuven|0032-002|126|29,29,κἀγαθῷ,ἀγαθός,a-s---md-
Leuven|0032-002|126|30,30,τὸν,ὁ,l-s---ma-
Leuven|0032-002|126|31,31,ἐρώμενον,ἐράω,v-sppema-
Leuven|0032-002|126|32,32,",",",",u--------
Leuven|0032-002|126|33,33,ᾧ,ὅς,p-s---md-
Leuven|0032-002|126|34,34,βούλεται,βούλομαι,v3spie---
Leuven|0032-002|126|35,35,πολλοῦ,πολύς,a-s---ng-
Leuven|0032-002|126|36,36,ἄξιος,ἄξιος,a-s---mn-
Leuven|0032-002|126|37,37,φαίνεσθαι,φαίνω,v--pne---
Leuven|0032-002|126|38,38,",",",",u--------
Leuven|0032-002|126|39,39,προσαιτεῖν,προσαιτέω,v--pna---
Leuven|0032-002|126|40,40,ὥσπερ,ὥσπερ,d--------
Leuven|0032-002|126|41,41,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|126|42,42,πτωχοὺς,πτωχός,a-p---ma-
Leuven|0032-002|126|43,43,ἱκετεύοντα,ἱκετεύω,v-sppama-
Leuven|0032-002|126|44,44,καὶ,καί,c--------
Leuven|0032-002|126|45,45,δεόμενον,δέω,v-sppema-
Leuven|0032-002|126|46,46,προσδοῦναι,προσδίδωμι,v--ana---
Leuven|0032-002|126|47,47,",",",",u--------
Leuven|0032-002|126|48,48,καὶ,καί,d--------
Leuven|0032-002|126|49,49,ταῦτα,οὗτος,p-p---na-
Leuven|0032-002|126|50,50,μηδενὸς,μηδείς,p-s---ng-
Leuven|0032-002|126|51,51,ἀγαθοῦ,ἀγαθός,a-s---mg-
Leuven|0032-002|126|52,52,.,.,u--------
Leuven|0032-002|126|53,53,ἀγαθοῦ,ἀγαθός,a-s---ng-
Leuven|0032-002|126|54,54,.,.,u--------
Leuven|0032-002|126|55,55,[0],"""""",""""""
"""""",56,[3],"""""",""""""
"""""",57,[4],"""""",""""""
