@ref,@id,@form,@lemma,@postag
Leuven|0032-002|300|1,1,καὶ,καί,c--------
Leuven|0032-002|300|2,2,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|300|3,3,μὲν,μέν,d--------
Leuven|0032-002|300|4,4,πρόσθεν,πρόσθεν,d--------
Leuven|0032-002|300|5,5,ὀδόντας,ὀδούς,n-p---ma-
Leuven|0032-002|300|6,6,πᾶσι,πᾶς,a-p---nd-
Leuven|0032-002|300|7,7,ζῴοις,ζῷον,n-p---nd-
Leuven|0032-002|300|8,8,οἵους,οἷος,p-p---ma-
Leuven|0032-002|300|9,9,τέμνειν,τέμνω,v--pna---
Leuven|0032-002|300|10,10,εἶναι,εἰμί,v--pna---
Leuven|0032-002|300|11,11,",",",",u--------
Leuven|0032-002|300|12,12,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|300|13,13,δὲ,δέ,d--------
Leuven|0032-002|300|14,14,γομφίους,γομφίος,n-p---ma-
Leuven|0032-002|300|15,15,οἵους,οἷος,p-p---ma-
Leuven|0032-002|300|16,16,παρὰ,παρά,r--------
Leuven|0032-002|300|17,17,τούτων,οὗτος,p-p---mg-
Leuven|0032-002|300|18,18,δεξαμένους,δείκνυμι,v-papmma-
Leuven|0032-002|300|19,19,λεαίνειν,λεαίνω,v--pna---
Leuven|0032-002|300|20,20,·,·,u--------
Leuven|0032-002|300|21,21,[0],"""""",""""""
"""""",22,[1],"""""",""""""
