@ref,@id,@form,@lemma,@postag
Leuven|0032-002|197|1,1,μόνους,μόνος,a-p---ma-
Leuven|0032-002|197|2,2,δὲ,δέ,d--------
Leuven|0032-002|197|3,3,φάσκειν,φάσκω,v--pna---
Leuven|0032-002|197|4,4,αὐτὸν,αὐτός,p-s---ma-
Leuven|0032-002|197|5,5,ἀξίους,ἄξιος,a-p---ma-
Leuven|0032-002|197|6,6,εἶναι,εἰμί,v--pna---
Leuven|0032-002|197|7,7,τιμῆς,τιμή,n-s---fg-
Leuven|0032-002|197|8,8,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|197|9,9,εἰδότας,οἶδα,v-prpama-
Leuven|0032-002|197|10,10,τὰ,ὁ,l-p---na-
Leuven|0032-002|197|11,11,δέοντα,δέω,v-pppana-
Leuven|0032-002|197|12,12,καὶ,καί,c--------
Leuven|0032-002|197|13,13,ἑρμηνεῦσαι,ἑρμηνεύω,v--ana---
Leuven|0032-002|197|14,14,δυναμένους,δύναμαι,v-pppema-
Leuven|0032-002|197|15,15,·,·,u--------
"""""",16,[0],"""""",""""""
