@ref,@id,@form,@lemma,@postag
Leuven|0032-002|138|1,1,εἰ,εἰ,c--------
Leuven|0032-002|138|2,2,δὲ,δέ,d--------
Leuven|0032-002|138|3,3,σὺν,σύν,r--------
Leuven|0032-002|138|4,4,τοῖς,ὁ,l-p---nd-
Leuven|0032-002|138|5,5,μὴ,μή,d--------
Leuven|0032-002|138|6,6,ὀρθῶς,ὀρθός,d--------
Leuven|0032-002|138|7,7,",",",",u--------
Leuven|0032-002|138|8,8,δῆλον,δῆλος,a-s---nn-
Leuven|0032-002|138|9,9,ὅτι,ὅτι,c--------
Leuven|0032-002|138|10,10,πειρατέον,πειρατέος,a-s---nn-
Leuven|0032-002|138|11,11,ὀρθῶς,ὀρθός,d--------
Leuven|0032-002|138|12,12,λέγειν,λέγω,v--pna---
Leuven|0032-002|138|13,13,.,.,u--------
Leuven|0032-002|138|14,14,[0],"""""",""""""
Leuven|0032-002|138|15,15,[1],"""""",""""""
Leuven|0032-002|138|16,16,[2],"""""",""""""
"""""",17,[3],"""""",""""""
