@ref,@id,@form,@lemma,@postag
Leuven|0032-002|131|1,1,ἐπεὶ,ἐπεί,c--------
Leuven|0032-002|131|2,2,γὰρ,γάρ,d--------
Leuven|0032-002|131|3,3,οἱ,ὁ,l-p---mn-
Leuven|0032-002|131|4,4,τριάκοντα,τριάκοντα,m--------
Leuven|0032-002|131|5,5,πολλοὺς,πολύς,a-p---ma-
Leuven|0032-002|131|6,6,μὲν,μέν,d--------
Leuven|0032-002|131|7,7,τῶν,ὁ,l-p---mg-
Leuven|0032-002|131|8,8,πολιτῶν,πολίτης,n-p---mg-
Leuven|0032-002|131|9,9,καὶ,καί,d--------
Leuven|0032-002|131|10,10,οὐ,οὐ,d--------
Leuven|0032-002|131|11,11,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|131|12,12,χειρίστους,κακός,a-p---mas
Leuven|0032-002|131|13,13,ἀπέκτεινον,ἀποκτείνω,v3piia---
Leuven|0032-002|131|14,14,",",",",u--------
Leuven|0032-002|131|15,15,πολλοὺς,πολύς,a-p---ma-
Leuven|0032-002|131|16,16,δὲ,δέ,d--------
Leuven|0032-002|131|17,17,προετρέποντο,προτρέπω,v3piie---
Leuven|0032-002|131|18,18,ἀδικεῖν,ἀδικέω,v--pna---
Leuven|0032-002|131|19,19,",",",",u--------
Leuven|0032-002|131|20,20,εἶπέ,λέγω,v3saia---
Leuven|0032-002|131|21,21,που,που,d--------
Leuven|0032-002|131|22,22,ὁ,ὁ,l-s---mn-
Leuven|0032-002|131|23,23,Σωκράτης,Σωκράτης,n-s---mn-
Leuven|0032-002|131|24,24,ὅτι,ὅτι,c--------
Leuven|0032-002|131|25,25,θαυμαστόν,θαυμαστός,a-s---nn-
Leuven|0032-002|131|26,26,οἱ,ἕ,p-s---md-
Leuven|0032-002|131|27,27,δοκοίη,δοκέω,v3spoa---
Leuven|0032-002|131|28,28,εἶναι,εἰμί,v--pna---
Leuven|0032-002|131|29,29,",",",",u--------
Leuven|0032-002|131|30,30,εἴ,εἰ,c--------
Leuven|0032-002|131|31,31,τις,τις,p-s---cn-
Leuven|0032-002|131|32,32,γενόμενος,γίγνομαι,v-sapmmn-
Leuven|0032-002|131|33,33,βοῶν,βοῦς,n-p---cg-
Leuven|0032-002|131|34,34,ἀγέλης,ἀγέλη,n-s---fg-
Leuven|0032-002|131|35,35,νομεὺς,νομεύς,n-s---mn-
Leuven|0032-002|131|36,36,καὶ,καί,c--------
Leuven|0032-002|131|37,37,τὰς,ὁ,l-p---ma-
Leuven|0032-002|131|38,38,βοῦς,βοῦς,n-p---ca-
Leuven|0032-002|131|39,39,ἐλάττους,ἐλάσσων,a-p---mac
Leuven|0032-002|131|40,40,τε,τε,c--------
Leuven|0032-002|131|41,41,καὶ,καί,c--------
Leuven|0032-002|131|42,42,χείρους,χείρων,a-p---mac
Leuven|0032-002|131|43,43,ποιῶν,ποιέω,v-sppamn-
Leuven|0032-002|131|44,44,μὴ,μή,d--------
Leuven|0032-002|131|45,45,ὁμολογοίη,ὁμολογέω,v3spoa---
Leuven|0032-002|131|46,46,κακὸς,κακός,a-s---mn-
Leuven|0032-002|131|47,47,βουκόλος,βουκόλος,n-s---mn-
Leuven|0032-002|131|48,48,εἶναι,εἰμί,v--pna---
Leuven|0032-002|131|49,49,",",",",u--------
Leuven|0032-002|131|50,50,ἔτι,ἔτι,d--------
Leuven|0032-002|131|51,51,δὲ,δέ,d--------
Leuven|0032-002|131|52,52,θαυμαστότερον,θαυμαστός,a-s---nac
Leuven|0032-002|131|53,53,",",",",u--------
Leuven|0032-002|131|54,54,εἴ,εἰ,c--------
Leuven|0032-002|131|55,55,τις,τις,p-s---cn-
Leuven|0032-002|131|56,56,προστάτης,προστάτης,n-s---mn-
Leuven|0032-002|131|57,57,γενόμενος,γίγνομαι,v-sapmmn-
Leuven|0032-002|131|58,58,πόλεως,πόλις,n-s---fg-
Leuven|0032-002|131|59,59,καὶ,καί,c--------
Leuven|0032-002|131|60,60,ποιῶν,ποιέω,v-sppamn-
Leuven|0032-002|131|61,61,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|131|62,62,πολίτας,πολίτης,n-p---ma-
Leuven|0032-002|131|63,63,ἐλάττους,ἐλάσσων,a-p---mac
Leuven|0032-002|131|64,64,τε,τε,c--------
Leuven|0032-002|131|65,65,καὶ,καί,c--------
Leuven|0032-002|131|66,66,χείρους,χείρων,a-p---mac
Leuven|0032-002|131|67,67,μὴ,μή,d--------
Leuven|0032-002|131|68,68,αἰσχύνεται,αἰσχύνω,v3spie---
Leuven|0032-002|131|69,69,μηδ’,μηδέ,c--------
Leuven|0032-002|131|70,70,οἴεται,οἴομαι,v3spie---
Leuven|0032-002|131|71,71,κακὸς,κακός,a-s---mn-
Leuven|0032-002|131|72,72,εἶναι,εἰμί,v--pna---
Leuven|0032-002|131|73,73,προστάτης,προστάτης,n-s---mn-
Leuven|0032-002|131|74,74,τῆς,ὁ,l-s---fg-
Leuven|0032-002|131|75,75,πόλεως,πόλις,n-s---fg-
Leuven|0032-002|131|76,76,.,.,u--------
"""""",77,[0],"""""",""""""
